DIRECTORIO,se_siente_inseguro_barrio,se_siente_inseguro_ciudad,inseguro_caminando_solo_noche,inseguro_caminando_solo_dia,la_seguridad_en_los_ultimos_6_meses,puede_ser_victima_delito,inseguro_trabajo/estudio,inseguro_parques,inseguro_lugares_comerciales,inseguro_transporte_publico,inseguro_puentes_peatonales,inseguro_discotecas,causa_delincuencia,hurto_celulares_aumento,ladrones_pandillas_aumento,vendedores_droga_aumento,pobreza_aumento,desempleo_aumento,inmigrante_aumento,venta_compra_articulos_robados,habitantes_calle_aumento,prostitucion_aumento,extorcion_aumento,satisfecho_vida,satisfecho_situacion_economica,satisfecho_situacion_laboral
644213,2,3,2,3,disminuyo,no,seguro,seguro,seguro,seguro,seguro,3,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,5,2,2
644219,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,3,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,5,1,5
644219,3,3,5,2,siguio igual,no,inseguro,inseguro,seguro,seguro,seguro,3,falta de educacion,aumento,no sabe,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,5,5,5
644220,2,3,2,2,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,3,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,5,5,5
644221,2,3,2,2,disminuyo,no,inseguro,inseguro,inseguro,seguro,seguro,3,el consumo de drogas,disminuyo,disminuyo,disminuyo,disminuyo,aumento,aumento,aumento,aumento,no sabe,disminuyo,5,5,5
644221,2,3,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,4,el consumo de drogas,aumento,disminuyo,disminuyo,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,5,5,4
644221,2,3,2,2,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,3,el consumo de drogas,aumento,aumento,aumento,aumento,disminuyo,aumento,aumento,aumento,aumento,aumento,9,5,5
644234,2,3,2,2,disminuyo,si,inseguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,no sabe,aumento,aumento,aumento,disminuyo,no sabe,aumento,no sabe,no sabe,4,3,3
644264,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,disminuyo,no sabe,no sabe,no sabe,no sabe,1,1,1
644264,4,4,5,5,no vivia antes en la ciudad en ese periodo,si,seguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,aumento,aumento,aumento,aumento,aumento,disminuyo,no sabe,aumento,aumento,no sabe,4,2,3
644264,2,3,2,2,disminuyo,si,inseguro,seguro,seguro,no toma transporte publico,no frecuenta puentes y peatonales,2,desempleo,aumento,no sabe,no sabe,aumento,aumento,disminuyo,no sabe,aumento,aumento,no sabe,5,5,5
644264,3,3,3,3,siguio igual,si,seguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,seguro,5,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,4,4
644287,2,4,2,2,disminuyo,no,seguro,seguro,seguro,no toma transporte publico,seguro,5,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,aumento,9,9,9
644373,3,3,3,3,siguio igual,si,inseguro,seguro,seguro,seguro,seguro,4,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,4,4,4
644373,2,3,3,2,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,3,falta de educacion,aumento,aumento,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,4,4,4
644374,1,2,1,1,aumento,si,inseguro,inseguro,seguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,aumento,aumento,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,5,5,5
644374,2,4,2,2,disminuyo,si,inseguro,seguro,seguro,seguro,seguro,5,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,aumento,5,4,1
644382,1,2,2,2,aumento,si,inseguro,no frecuenta parques,inseguro,inseguro,no frecuenta puentes y peatonales,5,ley poco dura contra delincuentes,no sabe,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,5,5
644382,2,2,2,2,disminuyo,si,inseguro,inseguro,inseguro,seguro,inseguro,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,4,4
644385,1,3,2,2,aumento,si,inseguro,no frecuenta parques,seguro,seguro,inseguro,3,ley poco dura contra delincuentes,no sabe,no sabe,aumento,aumento,disminuyo,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,5
644385,2,2,5,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,5,falta de vigilacia policial,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,disminuyo,no sabe,no sabe,5,5,5
644385,2,3,2,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,inseguro,inseguro,5,el consumo de drogas,no sabe,no sabe,aumento,no sabe,aumento,disminuyo,disminuyo,no sabe,no sabe,no sabe,4,5,5
644386,2,2,5,2,disminuyo,no,inseguro,no frecuenta parques,seguro,no toma transporte publico,no frecuenta puentes y peatonales,5,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,aumento,disminuyo,disminuyo,no sabe,3,3,5
644386,2,3,5,2,disminuyo,si,inseguro,no frecuenta parques,seguro,seguro,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,disminuyo,no sabe,no sabe,3,3,2
644386,2,2,2,2,disminuyo,si,inseguro,no frecuenta parques,inseguro,no toma transporte publico,inseguro,5,el consumo de drogas,no sabe,no sabe,no sabe,aumento,aumento,disminuyo,no sabe,disminuyo,no sabe,no sabe,4,4,9
644387,1,3,2,1,aumento,no,inseguro,seguro,seguro,seguro,seguro,2,ley poco dura contra delincuentes,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,5,5,5
644387,2,3,2,2,disminuyo,no,inseguro,inseguro,inseguro,seguro,no frecuenta puentes y peatonales,3,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5
644389,2,2,2,1,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,el consumo de drogas,no sabe,disminuyo,no sabe,no sabe,disminuyo,disminuyo,no sabe,disminuyo,no sabe,no sabe,5,5,5
644389,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,disminuyo,disminuyo,no sabe,aumento,no sabe,aumento,no sabe,no sabe,5,5,5
644404,2,2,2,2,disminuyo,no,seguro,no frecuenta parques,seguro,inseguro,no frecuenta puentes y peatonales,5,falta de educacion,aumento,aumento,no sabe,aumento,aumento,aumento,aumento,aumento,aumento,aumento,5,5,5
644404,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,ley poco dura contra delincuentes,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,3,4,9
644406,1,1,2,2,aumento,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,ley poco dura contra delincuentes,no sabe,no sabe,no sabe,aumento,aumento,aumento,disminuyo,no sabe,no sabe,no sabe,3,2,2
644406,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,2,falta de educacion,no sabe,disminuyo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,9
644406,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,inseguro,seguro,2,desempleo,no sabe,no sabe,no sabe,no sabe,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,3
644406,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,2,desempleo,no sabe,no sabe,no sabe,no sabe,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5
644407,3,3,3,3,siguio igual,si,inseguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,3,desempleo,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,3,9
644407,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,2,falta de educacion,no sabe,disminuyo,no sabe,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,3,3,3
644407,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,dar papaya,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,3,5
644409,2,2,5,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,seguro,inseguro,5,desempleo,aumento,no sabe,no sabe,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,9
644409,2,3,2,2,disminuyo,si,inseguro,no frecuenta parques,inseguro,inseguro,inseguro,5,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,5
644411,2,3,2,2,disminuyo,si,inseguro,inseguro,inseguro,seguro,no frecuenta puentes y peatonales,5,el consumo de drogas,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,3,3,2
644411,2,3,2,2,disminuyo,si,inseguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,2,el consumo de drogas,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,4,2,3
644412,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,2,desempleo,disminuyo,no sabe,no sabe,aumento,aumento,disminuyo,no sabe,disminuyo,no sabe,no sabe,5,5,9
644412,2,3,3,3,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,no sabe,aumento,no sabe,no sabe,aumento,no sabe,no sabe,5,5,9
644412,2,2,2,2,disminuyo,no,inseguro,seguro,no frecuenta lugares comerciales,no toma transporte publico,inseguro,5,falta de vigilacia policial,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,5,5,5
644412,3,2,3,3,siguio igual,no,inseguro,no frecuenta parques,seguro,seguro,no frecuenta puentes y peatonales,5,desempleo,aumento,aumento,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,3,5
644413,2,2,2,2,disminuyo,no,inseguro,inseguro,seguro,inseguro,no frecuenta puentes y peatonales,2,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,2,2
644413,2,2,2,2,disminuyo,no,inseguro,inseguro,seguro,inseguro,no frecuenta puentes y peatonales,2,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,aumento,4,2,2
644413,2,2,2,2,disminuyo,no,inseguro,inseguro,seguro,inseguro,no frecuenta puentes y peatonales,5,el consumo de drogas,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,4,9,9
644414,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,5,desempleo,disminuyo,disminuyo,disminuyo,aumento,aumento,aumento,disminuyo,aumento,aumento,no sabe,5,5,5
644414,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,2,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,4,5
644415,2,3,2,2,disminuyo,si,inseguro,no frecuenta parques,seguro,inseguro,no frecuenta puentes y peatonales,2,desempleo,no sabe,aumento,no sabe,aumento,aumento,aumento,aumento,aumento,aumento,aumento,4,3,3
644415,2,2,2,2,disminuyo,si,inseguro,inseguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,2,falta de vigilacia policial,no sabe,aumento,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,4,4
644416,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,2,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,2,2
644416,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,2,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,2,2
644416,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,2,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,3,3
644416,2,2,5,2,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,9,9
644418,2,2,2,2,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,inseguro,inseguro,2,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,4,4
644418,2,2,3,2,disminuyo,no,seguro,no frecuenta parques,inseguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,4,3
644418,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,inseguro,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,4,4,5
644418,2,2,5,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,inseguro,no frecuenta puentes y peatonales,5,el consumo de drogas,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,9
644419,2,3,3,3,disminuyo,no,inseguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,5,ley poco dura contra delincuentes,disminuyo,no sabe,no sabe,aumento,aumento,aumento,disminuyo,aumento,no sabe,no sabe,3,3,3
644420,2,2,2,2,disminuyo,no,inseguro,inseguro,seguro,inseguro,seguro,2,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,3,3
644422,2,2,5,2,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,4,4,4
644422,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,4,3,2
644422,2,2,2,2,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,2,desempleo,aumento,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,4,9,9
644422,2,2,5,5,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,3,9,9
644423,2,3,2,2,disminuyo,no,inseguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,5,el consumo de drogas,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,3,9
644423,2,3,2,2,disminuyo,no,seguro,seguro,seguro,no toma transporte publico,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,no sabe,no sabe,disminuyo,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,3,9
644424,3,3,3,3,siguio igual,si,inseguro,seguro,seguro,no toma transporte publico,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,9
644424,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,2,el consumo de drogas,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,4,4
644425,2,2,5,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,3,9
644425,2,2,5,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,inseguro,inseguro,5,ley poco dura contra delincuentes,no sabe,no sabe,aumento,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,5,9
644427,1,2,2,2,aumento,no,inseguro,no frecuenta parques,inseguro,seguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,9
644427,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,disminuyo,no sabe,no sabe,5,5,5
644428,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,2,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,aumento,5,4,4
644428,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,2,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,4,4
644428,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,seguro,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,4,4
644428,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,2,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,5,4,1
644428,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,seguro,1,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,4,4,4
644428,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,2,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,9,9
644428,2,2,5,5,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,9,9
644429,1,2,2,2,aumento,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,inseguro,inseguro,3,el consumo de drogas,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,aumento,no sabe,no sabe,5,5,5
644429,1,2,2,2,aumento,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,aumento,no sabe,disminuyo,no sabe,no sabe,5,4,5
644429,1,2,2,2,aumento,no,inseguro,inseguro,inseguro,inseguro,inseguro,5,desempleo,disminuyo,disminuyo,disminuyo,aumento,aumento,aumento,disminuyo,disminuyo,disminuyo,disminuyo,5,5,5
644430,2,2,5,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,3,2,2
644431,3,3,5,3,siguio igual,no,inseguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,5,desempleo,aumento,aumento,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,5,5,5
644431,2,3,5,5,disminuyo,no,inseguro,inseguro,seguro,seguro,seguro,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,9,9
644431,2,3,5,2,disminuyo,no,inseguro,inseguro,seguro,seguro,no frecuenta puentes y peatonales,2,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,3,3
644432,2,2,2,2,disminuyo,no,inseguro,inseguro,seguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,4,4
644432,2,2,3,2,disminuyo,no,inseguro,inseguro,seguro,seguro,no frecuenta puentes y peatonales,5,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,aumento,5,4,9
644432,2,3,5,2,disminuyo,no,inseguro,inseguro,seguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,aumento,no sabe,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5
644433,3,3,5,5,siguio igual,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,9
644434,3,3,3,3,siguio igual,no,inseguro,no frecuenta parques,inseguro,inseguro,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,3,3
644435,2,2,3,2,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,inseguro,inseguro,5,el consumo de drogas,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,disminuyo,no sabe,no sabe,5,4,4
644435,2,2,3,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,no toma transporte publico,inseguro,3,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,5,5,5
644435,2,2,2,2,disminuyo,si,inseguro,no frecuenta parques,inseguro,no toma transporte publico,inseguro,3,desempleo,no sabe,no sabe,no sabe,no sabe,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,5
644436,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,inseguro,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,disminuyo,no sabe,no sabe,5,5,4
644436,2,2,2,2,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,inseguro,seguro,2,falta de educacion,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,disminuyo,no sabe,no sabe,5,5,5
644436,2,2,2,2,disminuyo,si,inseguro,no frecuenta parques,inseguro,inseguro,seguro,2,falta de educacion,no sabe,no sabe,no sabe,no sabe,aumento,aumento,no sabe,disminuyo,no sabe,no sabe,5,5,9
644436,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,no toma transporte publico,seguro,5,desempleo,no sabe,no sabe,no sabe,no sabe,aumento,no sabe,no sabe,disminuyo,no sabe,no sabe,4,4,5
644437,2,2,5,5,disminuyo,no,inseguro,no frecuenta parques,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,3,3,3
644437,2,3,2,2,disminuyo,no,seguro,inseguro,seguro,inseguro,no frecuenta puentes y peatonales,2,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,4,3,3
644437,2,2,2,2,disminuyo,no,inseguro,inseguro,seguro,inseguro,no frecuenta puentes y peatonales,2,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,4,2,1
644437,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,2,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,1,1
644440,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,4,4
644440,2,2,2,2,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,4,3,3
644441,2,2,2,2,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,inseguro,seguro,2,desempleo,no sabe,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,3,3
644448,2,3,5,3,disminuyo,no,inseguro,inseguro,inseguro,seguro,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,9
644448,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,no toma transporte publico,inseguro,2,falta de vigilacia policial,no sabe,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,5,5
644448,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,inseguro,no frecuenta puentes y peatonales,2,falta de educacion,no sabe,no sabe,no sabe,no sabe,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,5
644448,2,3,5,5,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,aumento,no sabe,aumento,aumento,no sabe,no sabe,disminuyo,no sabe,no sabe,5,4,9
644450,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,seguro,5,desempleo,no sabe,no sabe,no sabe,no sabe,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,3,3
644450,2,2,2,2,disminuyo,no,inseguro,inseguro,seguro,inseguro,seguro,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,3,3
644451,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,4,5
644451,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,3,3
644451,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,2,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,3,3,3
644451,2,2,2,2,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,5,el consumo de drogas,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,9,9
644455,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,disminuyo,no sabe,no sabe,5,5,9
