DIRECTORIO,Sexo,Edad,Ocupacion,Ciudad,Clase,Estrato
641507,Hombre,9,,Cali,Cabecera,2.0
641508,Hombre,57,Trabajando,Cali,Cabecera,2.0
641509,Hombre,84,Trabajando,Cali,Cabecera,5.0
641509,Mujer,75,Pensionado,Cali,Cabecera,5.0
641509,Hombre,45,Trabajando,Cali,Cabecera,5.0
641510,Hombre,61,Buscando trabajo,Cali,Cabecera,3.0
641510,Mujer,60,Pensionado,Cali,Cabecera,3.0
641511,Mujer,47,Oficios del hogar,Cali,Cabecera,3.0
641512,Mujer,80,Pensionado,Cali,Cabecera,2.0
641513,Hombre,48,Trabajando,Cali,Cabecera,4.0
641514,Mujer,71,Pensionado,Cali,Cabecera,4.0
641515,Mujer,25,Oficios del hogar,Cali,Cabecera,2.0
641515,Hombre,23,Trabajando,Cali,Cabecera,2.0
641515,Mujer,56,Oficios del hogar,Cali,Cabecera,2.0
641516,Hombre,47,Trabajando,Cali,Cabecera,2.0
641516,Mujer,49,Oficios del hogar,Cali,Cabecera,2.0
641517,Hombre,59,Trabajando,Cali,Cabecera,5.0
641517,Mujer,46,Trabajando,Cali,Cabecera,5.0
641517,Hombre,17,Estudiando,Cali,Cabecera,5.0
641517,Hombre,14,,Cali,Cabecera,5.0
641518,Hombre,64,Pensionado,Cali,Cabecera,3.0
641518,Mujer,58,Pensionado,Cali,Cabecera,3.0
641519,Hombre,43,Trabajando,Cali,Cabecera,3.0
641519,Mujer,39,Trabajando,Cali,Cabecera,3.0
641519,Mujer,11,,Cali,Cabecera,3.0
641522,Mujer,40,Trabajando,Cali,Cabecera,1.0
641522,Hombre,45,Trabajando,Cali,Cabecera,1.0
641522,Mujer,21,Trabajando,Cali,Cabecera,1.0
641522,Hombre,14,,Cali,Cabecera,1.0
641523,Mujer,42,Trabajando,Cali,Cabecera,1.0
641523,Hombre,39,Trabajando,Cali,Cabecera,1.0
641523,Mujer,23,Oficios del hogar,Cali,Cabecera,1.0
641523,Hombre,13,,Cali,Cabecera,1.0
641523,Hombre,11,,Cali,Cabecera,1.0
641523,Mujer,7,,Cali,Cabecera,1.0
641523,Hombre,5,,Cali,Cabecera,1.0
641523,Hombre,5,,Cali,Cabecera,1.0
641523,Hombre,2,,Cali,Cabecera,1.0
641524,Mujer,83,Oficios del hogar,Cali,Cabecera,1.0
641524,Hombre,65,Trabajando,Cali,Cabecera,1.0
641524,Hombre,43,Trabajando,Cali,Cabecera,1.0
641524,Hombre,40,Trabajando,Cali,Cabecera,1.0
641525,Mujer,50,Trabajando,Cali,Cabecera,4.0
641525,Hombre,46,Trabajando,Cali,Cabecera,4.0
641526,Mujer,67,Pensionado,Cali,Cabecera,4.0
641526,Hombre,40,Trabajando,Cali,Cabecera,4.0
641527,Hombre,49,Trabajando,Cali,Cabecera,4.0
641528,Hombre,28,Trabajando,Cali,Cabecera,1.0
641528,Mujer,23,Oficios del hogar,Cali,Cabecera,1.0
641528,Hombre,7,,Cali,Cabecera,1.0
641528,Hombre,2,,Cali,Cabecera,1.0
641529,Hombre,86,Pensionado,Cali,Cabecera,4.0
641529,Mujer,81,Oficios del hogar,Cali,Cabecera,4.0
641530,Mujer,18,Trabajando,Cali,Cabecera,1.0
641530,Mujer,18,Trabajando,Cali,Cabecera,1.0
641531,Hombre,66,Pensionado,Cali,Cabecera,1.0
641531,Mujer,51,Oficios del hogar,Cali,Cabecera,1.0
641531,Hombre,21,Trabajando,Cali,Cabecera,1.0
641531,Mujer,20,Trabajando,Cali,Cabecera,1.0
641531,Mujer,2,,Cali,Cabecera,1.0
641531,Mujer,94,Incapacitado permanente para trabajar,Cali,Cabecera,1.0
641532,Hombre,27,Trabajando,Cali,Cabecera,2.0
641532,Mujer,57,Oficios del hogar,Cali,Cabecera,2.0
641533,Hombre,27,Trabajando,Cali,Cabecera,5.0
641534,Mujer,57,Oficios del hogar,Cali,Cabecera,3.0
641534,Mujer,32,Trabajando,Cali,Cabecera,3.0
641534,Mujer,2,,Cali,Cabecera,3.0
641535,Hombre,62,Otra actividad,Cali,Cabecera,1.0
641536,Mujer,28,Trabajando,Cali,Cabecera,3.0
641537,Hombre,37,Trabajando,Cali,Cabecera,1.0
641538,Mujer,55,Trabajando,Cali,Cabecera,2.0
641538,Hombre,62,Trabajando,Cali,Cabecera,2.0
641538,Mujer,21,Estudiando,Cali,Cabecera,2.0
641539,Mujer,71,Oficios del hogar,Cali,Cabecera,3.0
641539,Hombre,77,Pensionado,Cali,Cabecera,3.0
641540,Mujer,50,Trabajando,Cali,Cabecera,4.0
641540,Hombre,18,Estudiando,Cali,Cabecera,4.0
641543,Mujer,26,Buscando trabajo,Cali,Cabecera,2.0
641543,Hombre,19,Trabajando,Cali,Cabecera,2.0
641543,Hombre,47,Trabajando,Cali,Cabecera,2.0
641543,Mujer,48,Trabajando,Cali,Cabecera,2.0
641544,Mujer,45,Oficios del hogar,Cali,Cabecera,2.0
641544,Mujer,20,Buscando trabajo,Cali,Cabecera,2.0
641545,Mujer,36,Oficios del hogar,Cali,Cabecera,2.0
641545,Mujer,15,Estudiando,Cali,Cabecera,2.0
641545,Hombre,13,,Cali,Cabecera,2.0
641545,Hombre,8,,Cali,Cabecera,2.0
641545,Mujer,3,,Cali,Cabecera,2.0
641546,Mujer,64,Oficios del hogar,Cali,Cabecera,4.0
641546,Hombre,42,Trabajando,Cali,Cabecera,4.0
641547,Hombre,40,Trabajando,Cali,Cabecera,2.0
641547,Hombre,2,,Cali,Cabecera,2.0
641547,Hombre,0,,Cali,Cabecera,2.0
641547,Mujer,38,Trabajando,Cali,Cabecera,2.0
641548,Hombre,48,Trabajando,Cali,Cabecera,2.0
641549,Hombre,43,Trabajando,Cali,Cabecera,2.0
641549,Mujer,44,Trabajando,Cali,Cabecera,2.0
641550,Mujer,28,Oficios del hogar,Cali,Cabecera,2.0
641550,Hombre,22,Trabajando,Cali,Cabecera,2.0
641550,Hombre,4,,Cali,Cabecera,2.0
641550,Hombre,0,,Cali,Cabecera,2.0
641551,Hombre,76,Ocio,Cali,Cabecera,2.0
641552,Mujer,24,Trabajando,Cali,Cabecera,2.0
641552,Hombre,20,Trabajando,Cali,Cabecera,2.0
641552,Hombre,18,Trabajando,Cali,Cabecera,2.0
641552,Hombre,26,Trabajando,Cali,Cabecera,2.0
641552,Mujer,16,Oficios del hogar,Cali,Cabecera,2.0
641552,Hombre,0,,Cali,Cabecera,2.0
641552,Mujer,13,,Cali,Cabecera,2.0
641552,Mujer,13,,Cali,Cabecera,2.0
641553,Hombre,65,Pensionado,Cali,Cabecera,5.0
641553,Mujer,55,Trabajando,Cali,Cabecera,5.0
641554,Mujer,35,Trabajando,Cali,Cabecera,6.0
641554,Mujer,14,,Cali,Cabecera,6.0
641554,Mujer,3,,Cali,Cabecera,6.0
641555,Mujer,34,Trabajando,Cali,Cabecera,6.0
641555,Hombre,35,Trabajando,Cali,Cabecera,6.0
641556,Mujer,34,Buscando trabajo,Cali,Cabecera,3.0
641556,Hombre,41,Trabajando,Cali,Cabecera,3.0
641558,Hombre,31,Trabajando,Cali,Cabecera,6.0
641558,Mujer,31,Trabajando,Cali,Cabecera,6.0
641558,Mujer,3,,Cali,Cabecera,6.0
641558,Mujer,3,,Cali,Cabecera,6.0
641559,Mujer,60,Pensionado,Cali,Cabecera,6.0
641560,Hombre,63,Pensionado,Cali,Cabecera,6.0
641560,Mujer,58,Trabajando,Cali,Cabecera,6.0
641560,Hombre,29,Trabajando,Cali,Cabecera,6.0
641561,Mujer,38,Trabajando,Cali,Cabecera,5.0
641561,Hombre,38,Trabajando,Cali,Cabecera,5.0
641561,Mujer,10,,Cali,Cabecera,5.0
641562,Hombre,60,Trabajando,Cali,Cabecera,5.0
641563,Hombre,80,Pensionado,Cali,Cabecera,4.0
641563,Mujer,45,Trabajando,Cali,Cabecera,4.0
641563,Mujer,49,Trabajando,Cali,Cabecera,4.0
641563,Hombre,43,Trabajando,Cali,Cabecera,4.0
641563,Mujer,56,Trabajando,Cali,Cabecera,4.0
641563,Mujer,21,Estudiando,Cali,Cabecera,4.0
641564,Hombre,67,Oficios del hogar,Cali,Cabecera,2.0
641564,Hombre,42,Trabajando,Cali,Cabecera,2.0
642129,Mujer,44,Trabajando,Medellín,Cabecera,4.0
642129,Hombre,15,Estudiando,Medellín,Cabecera,4.0
642149,Mujer,85,Pensionado,Medellín,Cabecera,5.0
642149,Hombre,80,Pensionado,Medellín,Cabecera,5.0
642150,Mujer,39,Trabajando,Medellín,Cabecera,5.0
642152,Hombre,30,Trabajando,Medellín,Cabecera,5.0
642153,Hombre,70,Pensionado,Medellín,Cabecera,5.0
642153,Mujer,54,Oficios del hogar,Medellín,Cabecera,5.0
642153,Mujer,34,Trabajando,Medellín,Cabecera,5.0
642155,Mujer,55,Trabajando,Medellín,Cabecera,5.0
642155,Hombre,59,Pensionado,Medellín,Cabecera,5.0
642156,Mujer,88,Incapacitado permanente para trabajar,Medellín,Cabecera,4.0
642157,Hombre,42,Trabajando,Medellín,Cabecera,5.0
642157,Hombre,45,Trabajando,Medellín,Cabecera,5.0
642157,Hombre,22,Buscando trabajo,Medellín,Cabecera,5.0
642157,Hombre,68,Pensionado,Medellín,Cabecera,5.0
642157,Mujer,70,Oficios del hogar,Medellín,Cabecera,5.0
642159,Mujer,37,Trabajando,Medellín,Cabecera,3.0
642159,Hombre,43,Trabajando,Medellín,Cabecera,3.0
642159,Hombre,5,,Medellín,Cabecera,3.0
642163,Mujer,56,Trabajando,Medellín,Cabecera,2.0
642163,Hombre,27,Trabajando,Medellín,Cabecera,2.0
642163,Hombre,63,Trabajando,Medellín,Cabecera,2.0
642165,Hombre,55,Trabajando,Medellín,Cabecera,6.0
642165,Hombre,23,Estudiando,Medellín,Cabecera,6.0
642167,Mujer,53,Pensionado,Medellín,Cabecera,6.0
642168,Hombre,70,Pensionado,Medellín,Cabecera,6.0
642169,Mujer,50,Trabajando,Medellín,Cabecera,6.0
642171,Mujer,50,Oficios del hogar,Medellín,Cabecera,6.0
642172,Mujer,54,Trabajando,Medellín,Cabecera,5.0
642172,Mujer,8,,Medellín,Cabecera,5.0
642172,Mujer,4,,Medellín,Cabecera,5.0
642177,Mujer,40,Trabajando,Medellín,Cabecera,5.0
642177,Hombre,45,Trabajando,Medellín,Cabecera,5.0
642178,Mujer,35,Trabajando,Medellín,Cabecera,5.0
642178,Hombre,41,Trabajando,Medellín,Cabecera,5.0
642178,Hombre,9,,Medellín,Cabecera,5.0
642180,Hombre,42,Trabajando,Medellín,Cabecera,5.0
642180,Mujer,42,Trabajando,Medellín,Cabecera,5.0
642180,Mujer,16,Estudiando,Medellín,Cabecera,5.0
642180,Hombre,14,,Medellín,Cabecera,5.0
642182,Hombre,60,Trabajando,Medellín,Cabecera,2.0
642182,Mujer,60,Oficios del hogar,Medellín,Cabecera,2.0
642184,Mujer,38,Trabajando,Medellín,Cabecera,5.0
642186,Hombre,42,Trabajando,Medellín,Cabecera,6.0
642186,Mujer,38,Trabajando,Medellín,Cabecera,6.0
642187,Hombre,48,Trabajando,Medellín,Cabecera,6.0
642195,Hombre,41,Trabajando,Medellín,Cabecera,2.0
642196,Hombre,45,Trabajando,Medellín,Cabecera,6.0
642196,Mujer,43,Trabajando,Medellín,Cabecera,6.0
642197,Hombre,85,Pensionado,Medellín,Cabecera,6.0
642197,Mujer,72,Oficios del hogar,Medellín,Cabecera,6.0
642197,Hombre,32,Trabajando,Medellín,Cabecera,6.0
642198,Mujer,33,Trabajando,Medellín,Cabecera,2.0
642199,Mujer,36,Trabajando,Medellín,Cabecera,2.0
642199,Hombre,11,,Medellín,Cabecera,2.0
642200,Hombre,38,Trabajando,Medellín,Cabecera,2.0
642200,Mujer,29,Oficios del hogar,Medellín,Cabecera,2.0
642200,Hombre,8,,Medellín,Cabecera,2.0
642200,Mujer,5,,Medellín,Cabecera,2.0
642202,Mujer,37,Trabajando,Medellín,Cabecera,4.0
642202,Hombre,34,Trabajando,Medellín,Cabecera,4.0
642202,Hombre,13,,Medellín,Cabecera,4.0
642202,Hombre,5,,Medellín,Cabecera,4.0
642203,Mujer,42,Trabajando,Medellín,Cabecera,3.0
642203,Mujer,24,Estudiando,Medellín,Cabecera,3.0
642204,Mujer,47,Trabajando,Medellín,Cabecera,2.0
642204,Hombre,51,Trabajando,Medellín,Cabecera,2.0
642204,Hombre,14,,Medellín,Cabecera,2.0
642207,Mujer,33,Trabajando,Medellín,Cabecera,2.0
642207,Mujer,62,Trabajando,Medellín,Cabecera,2.0
642209,Mujer,60,Oficios del hogar,Medellín,Cabecera,3.0
642209,Hombre,31,Trabajando,Medellín,Cabecera,3.0
642209,Mujer,83,Pensionado,Medellín,Cabecera,3.0
642210,Mujer,34,Buscando trabajo,Medellín,Cabecera,2.0
642210,Mujer,19,Estudiando,Medellín,Cabecera,2.0
642210,Hombre,3,,Medellín,Cabecera,2.0
642211,Mujer,35,Trabajando,Medellín,Cabecera,1.0
642211,Mujer,15,Estudiando,Medellín,Cabecera,1.0
642211,Mujer,4,,Medellín,Cabecera,1.0
642213,Mujer,27,Trabajando,Medellín,Cabecera,1.0
642213,Mujer,8,,Medellín,Cabecera,1.0
642213,Mujer,19,Trabajando,Medellín,Cabecera,1.0
642214,Mujer,28,Trabajando,Medellín,Cabecera,1.0
642214,Hombre,32,Buscando trabajo,Medellín,Cabecera,1.0
642214,Hombre,6,,Medellín,Cabecera,1.0
642214,Hombre,18,Estudiando,Medellín,Cabecera,1.0
642216,Hombre,47,Trabajando,Medellín,Cabecera,1.0
642216,Mujer,42,Trabajando,Medellín,Cabecera,1.0
642216,Mujer,27,Trabajando,Medellín,Cabecera,1.0
642216,Hombre,19,Estudiando,Medellín,Cabecera,1.0
642218,Mujer,41,Trabajando,Medellín,Cabecera,3.0
642218,Hombre,49,Trabajando,Medellín,Cabecera,3.0
642218,Mujer,17,Estudiando,Medellín,Cabecera,3.0
642219,Mujer,69,Oficios del hogar,Medellín,Cabecera,2.0
642219,Mujer,32,Trabajando,Medellín,Cabecera,2.0
642219,Hombre,41,Trabajando,Medellín,Cabecera,2.0
642219,Mujer,8,,Medellín,Cabecera,2.0
642220,Mujer,52,Oficios del hogar,Medellín,Cabecera,2.0
642220,Mujer,23,Trabajando,Medellín,Cabecera,2.0
642220,Hombre,53,Trabajando,Medellín,Cabecera,2.0
642225,Mujer,35,Trabajando,Medellín,Cabecera,3.0
642225,Mujer,8,,Medellín,Cabecera,3.0
642226,Hombre,30,Trabajando,Medellín,Cabecera,3.0
642226,Mujer,25,Trabajando,Medellín,Cabecera,3.0
642228,Hombre,26,Trabajando,Medellín,Cabecera,4.0
642229,Mujer,59,Pensionado,Medellín,Cabecera,4.0
642229,Mujer,35,Trabajando,Medellín,Cabecera,4.0
642239,Hombre,45,Trabajando,Medellín,Cabecera,1.0
642239,Mujer,38,Oficios del hogar,Medellín,Cabecera,1.0
642239,Mujer,18,Oficios del hogar,Medellín,Cabecera,1.0
642239,Hombre,8,,Medellín,Cabecera,1.0
642241,Hombre,39,Trabajando,Medellín,Cabecera,1.0
642241,Mujer,35,Oficios del hogar,Medellín,Cabecera,1.0
642241,Mujer,3,,Medellín,Cabecera,1.0
642242,Hombre,29,Trabajando,Medellín,Cabecera,1.0
642242,Mujer,26,Oficios del hogar,Medellín,Cabecera,1.0
642243,Hombre,28,Trabajando,Medellín,Cabecera,1.0
642243,Mujer,25,Oficios del hogar,Medellín,Cabecera,1.0
642243,Mujer,5,,Medellín,Cabecera,1.0
642244,Hombre,59,Trabajando,Medellín,Cabecera,5.0
642244,Mujer,40,Trabajando,Medellín,Cabecera,5.0
642244,Hombre,12,,Medellín,Cabecera,5.0
642245,Hombre,30,Trabajando,Medellín,Cabecera,1.0
642245,Mujer,32,Trabajando,Medellín,Cabecera,1.0
642246,Hombre,32,Trabajando,Medellín,Cabecera,5.0
642246,Mujer,31,Trabajando,Medellín,Cabecera,5.0
642246,Mujer,5,,Medellín,Cabecera,5.0
642246,Hombre,3,,Medellín,Cabecera,5.0
642247,Mujer,56,Trabajando,Medellín,Cabecera,5.0
642248,Hombre,51,Trabajando,Medellín,Cabecera,5.0
642249,Mujer,48,Trabajando,Medellín,Cabecera,2.0
642249,Mujer,36,Trabajando,Medellín,Cabecera,2.0
642250,Hombre,33,Trabajando,Medellín,Cabecera,5.0
642250,Mujer,29,Trabajando,Medellín,Cabecera,5.0
642251,Hombre,24,Trabajando,Medellín,Cabecera,1.0
642251,Mujer,20,Trabajando,Medellín,Cabecera,1.0
642252,Mujer,32,Trabajando,Medellín,Cabecera,1.0
642252,Mujer,16,Estudiando,Medellín,Cabecera,1.0
642252,Mujer,51,Oficios del hogar,Medellín,Cabecera,1.0
642253,Mujer,33,Oficios del hogar,Medellín,Cabecera,2.0
642253,Hombre,53,Trabajando,Medellín,Cabecera,2.0
642253,Hombre,3,,Medellín,Cabecera,2.0
642253,Mujer,67,Oficios del hogar,Medellín,Cabecera,2.0
642254,Mujer,45,Trabajando,Medellín,Cabecera,4.0
642255,Mujer,32,Trabajando,Medellín,Cabecera,4.0
642255,Hombre,38,Trabajando,Medellín,Cabecera,4.0
642256,Mujer,34,Trabajando,Medellín,Cabecera,4.0
642256,Hombre,31,Trabajando,Medellín,Cabecera,4.0
642256,Hombre,0,,Medellín,Cabecera,4.0
642257,Hombre,45,Trabajando,Medellín,Cabecera,2.0
642257,Mujer,33,Trabajando,Medellín,Cabecera,2.0
642257,Mujer,14,,Medellín,Cabecera,2.0
642257,Hombre,1,,Medellín,Cabecera,2.0
642258,Mujer,71,Oficios del hogar,Medellín,Cabecera,3.0
642259,Hombre,70,Oficios del hogar,Medellín,Cabecera,2.0
642259,Mujer,65,Trabajando,Medellín,Cabecera,2.0
642261,Mujer,39,Oficios del hogar,Medellín,Cabecera,2.0
642261,Hombre,33,Trabajando,Medellín,Cabecera,2.0
642261,Hombre,21,Estudiando,Medellín,Cabecera,2.0
642261,Mujer,15,Estudiando,Medellín,Cabecera,2.0
642264,Mujer,23,Trabajando,Medellín,Cabecera,3.0
642265,Mujer,34,Trabajando,Medellín,Cabecera,2.0
642265,Hombre,15,Estudiando,Medellín,Cabecera,2.0
642266,Mujer,41,Trabajando,Medellín,Cabecera,3.0
642266,Hombre,19,Estudiando,Medellín,Cabecera,3.0
642266,Hombre,16,Estudiando,Medellín,Cabecera,3.0
642267,Mujer,68,Oficios del hogar,Medellín,Cabecera,3.0
642267,Hombre,28,Trabajando,Medellín,Cabecera,3.0
642268,Hombre,59,Trabajando,Medellín,Cabecera,3.0
642269,Mujer,26,Trabajando,Medellín,Cabecera,3.0
642270,Hombre,38,Trabajando,Medellín,Cabecera,3.0
642271,Hombre,53,Trabajando,Medellín,Cabecera,3.0
642272,Mujer,36,Trabajando,Medellín,Cabecera,3.0
642272,Hombre,12,,Medellín,Cabecera,3.0
642274,Mujer,6,,Medellín,Cabecera,1.0
642274,Mujer,39,Trabajando,Medellín,Cabecera,1.0
642274,Hombre,45,Trabajando,Medellín,Cabecera,1.0
642274,Hombre,13,,Medellín,Cabecera,1.0
642275,Mujer,28,Trabajando,Medellín,Cabecera,2.0
642275,Hombre,31,Trabajando,Medellín,Cabecera,2.0
642276,Hombre,54,Trabajando,Medellín,Cabecera,3.0
642277,Hombre,55,Trabajando,Medellín,Cabecera,
642278,Hombre,68,Ocio,Medellín,Cabecera,3.0
642278,Hombre,5,,Medellín,Cabecera,3.0
642278,Mujer,45,Trabajando,Medellín,Cabecera,3.0
642278,Mujer,22,Trabajando,Medellín,Cabecera,3.0
642278,Mujer,8,,Medellín,Cabecera,3.0
642278,Hombre,14,,Medellín,Cabecera,3.0
642278,Hombre,18,Estudiando,Medellín,Cabecera,3.0
642278,Hombre,30,Buscando trabajo,Medellín,Cabecera,3.0
642278,Mujer,7,,Medellín,Cabecera,3.0
642278,Mujer,11,,Medellín,Cabecera,3.0
642279,Mujer,62,Oficios del hogar,Medellín,Cabecera,2.0
642279,Hombre,33,Trabajando,Medellín,Cabecera,2.0
642279,Hombre,29,Trabajando,Medellín,Cabecera,2.0
642280,Mujer,52,Oficios del hogar,Medellín,Cabecera,3.0
642280,Mujer,56,Oficios del hogar,Medellín,Cabecera,3.0
642280,Mujer,83,Ocio,Medellín,Cabecera,3.0
642280,Hombre,43,Trabajando,Medellín,Cabecera,3.0
642280,Mujer,24,Trabajando,Medellín,Cabecera,3.0
642280,Hombre,34,Buscando trabajo,Medellín,Cabecera,3.0
642280,Hombre,30,Ocio,Medellín,Cabecera,3.0
642280,Mujer,5,,Medellín,Cabecera,3.0
642281,Hombre,52,Trabajando,Medellín,Cabecera,5.0
642281,Mujer,48,Trabajando,Medellín,Cabecera,5.0
642282,Mujer,47,Trabajando,Medellín,Cabecera,5.0
642282,Hombre,53,Trabajando,Medellín,Cabecera,5.0
642283,Mujer,45,Trabajando,Medellín,Cabecera,5.0
642283,Hombre,13,,Medellín,Cabecera,5.0
642283,Mujer,10,,Medellín,Cabecera,5.0
642284,Mujer,56,Trabajando,Medellín,Cabecera,3.0
642284,Hombre,36,Trabajando,Medellín,Cabecera,3.0
642284,Mujer,19,Estudiando,Medellín,Cabecera,3.0
642285,Hombre,30,Trabajando,Medellín,Cabecera,3.0
642285,Mujer,27,Trabajando,Medellín,Cabecera,3.0
642286,Mujer,70,Pensionado,Medellín,Cabecera,3.0
642286,Hombre,73,Pensionado,Medellín,Cabecera,3.0
642286,Mujer,75,Pensionado,Medellín,Cabecera,3.0
642287,Hombre,42,Trabajando,Medellín,Cabecera,3.0
642287,Mujer,37,Trabajando,Medellín,Cabecera,3.0
642287,Hombre,17,Estudiando,Medellín,Cabecera,3.0
642287,Mujer,12,,Medellín,Cabecera,3.0
642288,Mujer,34,Incapacitado permanente para trabajar,Medellín,Cabecera,3.0
642289,Hombre,32,Trabajando,Medellín,Cabecera,5.0
642290,Hombre,30,Trabajando,Medellín,Cabecera,5.0
642291,Mujer,56,Pensionado,Medellín,Cabecera,3.0
642291,Mujer,37,Trabajando,Medellín,Cabecera,3.0
642291,Mujer,20,Estudiando,Medellín,Cabecera,3.0
642291,Mujer,18,Estudiando,Medellín,Cabecera,3.0
642292,Hombre,23,Trabajando,Medellín,Cabecera,3.0
642293,Hombre,84,Pensionado,Medellín,Cabecera,3.0
642293,Mujer,34,Oficios del hogar,Medellín,Cabecera,3.0
642293,Hombre,12,,Medellín,Cabecera,3.0
642293,Mujer,5,,Medellín,Cabecera,3.0
642294,Mujer,38,Trabajando,Medellín,Cabecera,3.0
642294,Hombre,12,,Medellín,Cabecera,3.0
642295,Mujer,46,Trabajando,Medellín,Cabecera,3.0
642295,Hombre,27,Trabajando,Medellín,Cabecera,3.0
642296,Mujer,47,Buscando trabajo,Medellín,Cabecera,1.0
642296,Hombre,49,Trabajando,Medellín,Cabecera,1.0
642296,Hombre,29,Trabajando,Medellín,Cabecera,1.0
642297,Hombre,32,Trabajando,Medellín,Cabecera,2.0
642298,Hombre,56,Trabajando,Medellín,Cabecera,2.0
642298,Mujer,51,Trabajando,Medellín,Cabecera,2.0
642299,Hombre,51,Trabajando,Medellín,Cabecera,2.0
642299,Mujer,50,Trabajando,Medellín,Cabecera,2.0
642299,Hombre,19,Buscando trabajo,Medellín,Cabecera,2.0
642299,Mujer,12,,Medellín,Cabecera,2.0
642300,Hombre,49,Trabajando,Medellín,Cabecera,2.0
642301,Hombre,71,Incapacitado permanente para trabajar,Medellín,Cabecera,2.0
642301,Mujer,38,Trabajando,Medellín,Cabecera,2.0
642301,Hombre,15,Estudiando,Medellín,Cabecera,2.0
642302,Mujer,49,Trabajando,Medellín,Cabecera,2.0
642302,Hombre,19,Ocio,Medellín,Cabecera,2.0
642303,Mujer,64,Oficios del hogar,Medellín,Cabecera,2.0
642303,Hombre,23,Estudiando,Medellín,Cabecera,2.0
642304,Hombre,48,Trabajando,Medellín,Cabecera,2.0
642304,Mujer,46,Oficios del hogar,Medellín,Cabecera,2.0
642304,Hombre,11,,Medellín,Cabecera,2.0
642304,Hombre,21,Trabajando,Medellín,Cabecera,2.0
642304,Mujer,71,Oficios del hogar,Medellín,Cabecera,2.0
642305,Hombre,62,Trabajando,Medellín,Cabecera,2.0
642305,Mujer,29,Trabajando,Medellín,Cabecera,2.0
642306,Mujer,56,Buscando trabajo,Medellín,Cabecera,2.0
642307,Hombre,24,Trabajando,Medellín,Cabecera,2.0
642307,Mujer,1,,Medellín,Cabecera,2.0
642307,Hombre,16,Estudiando,Medellín,Cabecera,2.0
642307,Hombre,15,Estudiando,Medellín,Cabecera,2.0
642307,Mujer,14,,Medellín,Cabecera,2.0
642307,Mujer,30,Trabajando,Medellín,Cabecera,2.0
642307,Mujer,19,Buscando trabajo,Medellín,Cabecera,2.0
642308,Mujer,57,Trabajando,Medellín,Cabecera,1.0
642308,Mujer,28,Trabajando,Medellín,Cabecera,1.0
642308,Mujer,19,Estudiando,Medellín,Cabecera,1.0
642309,Hombre,29,Trabajando,Medellín,Cabecera,1.0
642309,Mujer,25,Trabajando,Medellín,Cabecera,1.0
642309,Hombre,7,,Medellín,Cabecera,1.0
642310,Mujer,32,Oficios del hogar,Medellín,Cabecera,1.0
642310,Hombre,37,Trabajando,Medellín,Cabecera,1.0
642310,Hombre,7,,Medellín,Cabecera,1.0
642311,Mujer,24,Trabajando,Medellín,Cabecera,3.0
642311,Mujer,30,Trabajando,Medellín,Cabecera,3.0
642312,Mujer,84,Pensionado,Medellín,Cabecera,3.0
642313,Hombre,29,Trabajando,Medellín,Cabecera,3.0
642313,Mujer,54,Trabajando,Medellín,Cabecera,3.0
642313,Hombre,24,Trabajando,Medellín,Cabecera,3.0
642313,Mujer,50,Trabajando,Medellín,Cabecera,3.0
642314,Mujer,14,,Medellín,Cabecera,5.0
642314,Hombre,10,,Medellín,Cabecera,5.0
642314,Hombre,2,,Medellín,Cabecera,5.0
642314,Hombre,46,Trabajando,Medellín,Cabecera,5.0
642314,Mujer,33,Oficios del hogar,Medellín,Cabecera,5.0
642315,Mujer,82,Pensionado,Medellín,Cabecera,4.0
642316,Mujer,62,Pensionado,Medellín,Cabecera,5.0
642317,Mujer,65,Pensionado,Medellín,Cabecera,6.0
642319,Hombre,47,Incapacitado permanente para trabajar,Medellín,Cabecera,2.0
642319,Mujer,38,Trabajando,Medellín,Cabecera,2.0
642319,Mujer,23,Trabajando,Medellín,Cabecera,2.0
642320,Mujer,31,Trabajando,Medellín,Cabecera,3.0
642320,Hombre,36,Trabajando,Medellín,Cabecera,3.0
642321,Mujer,32,Estudiando,Medellín,Cabecera,3.0
642321,Mujer,64,Pensionado,Medellín,Cabecera,3.0
642322,Hombre,30,Trabajando,Medellín,Cabecera,3.0
642322,Mujer,29,Oficios del hogar,Medellín,Cabecera,3.0
642323,Hombre,27,Trabajando,Medellín,Cabecera,2.0
642323,Mujer,20,Estudiando,Medellín,Cabecera,2.0
642323,Mujer,0,,Medellín,Cabecera,2.0
642324,Hombre,63,Oficios del hogar,Medellín,Cabecera,2.0
642324,Mujer,43,Trabajando,Medellín,Cabecera,2.0
642324,Mujer,20,Estudiando,Medellín,Cabecera,2.0
642324,Mujer,11,,Medellín,Cabecera,2.0
642324,Mujer,9,,Medellín,Cabecera,2.0
642324,Mujer,4,,Medellín,Cabecera,2.0
642325,Mujer,37,Oficios del hogar,Medellín,Cabecera,2.0
642325,Hombre,30,Trabajando,Medellín,Cabecera,2.0
642325,Mujer,18,Estudiando,Medellín,Cabecera,2.0
642325,Hombre,9,,Medellín,Cabecera,2.0
642326,Mujer,70,Oficios del hogar,Medellín,Cabecera,2.0
642326,Hombre,69,Oficios del hogar,Medellín,Cabecera,2.0
642328,Hombre,62,Pensionado,Medellín,Cabecera,4.0
