DIRECTORIO,NRO_ENCUESTA,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,FEX_C,Aporte_policia,Aporte_fuerzas_armadas,Aporte_alcaldia,Aporte_justicia_fiscalia,Aporte_justicia_jueces,Aported_convivencia_ICBF,Aporte_convivencia_InspeccionesPolicia,Aporte_convivencia_CentroConciliacion,Nivel_satisfaccion_policia,Nivel_confianza_policia,Solicitó_servicios_policia
620241,237,1,1,1,777.5534428,Nada,Nada,Nada,Nada,Nada,Poco,Nada,Nada,3,3,0
620241,237,2,1,2,777.5534428,Nada,Nada,Nada,Nada,Nada,Poco,Nada,Nada,3,3,0
620242,237,1,1,1,585.59268031,Nada,Nada,Nada,Nada,Nada,Poco,Nada,Nada,2,2,0
620242,237,2,1,2,585.59268031,Nada,Nada,Nada,Nada,Nada,Poco,Nada,Nada,2,2,0
620242,237,3,1,3,585.59268031,Nada,Nada,Nada,Nada,Nada,Poco,Nada,Nada,3,3,0
620243,237,1,1,1,780.85245421,Nada,Nada,Nada,Nada,Nada,Mucho,Nada,Nada,3,3,0
620243,237,2,1,2,780.85245421,Nada,Nada,Nada,Nada,Nada,Mucho,Nada,Nada,3,3,0
620244,237,1,1,1,910.17027766,Nada,Nada,Nada,Nada,Nada,Poco,Nada,Nada,3,3,0
620245,237,1,1,1,1051.3070601,Nada,Nada,Nada,Nada,Nada,Poco,Nada,Nada,3,3,0
620246,237,1,1,1,850.82635004,Nada,Nada,Nada,Nada,Nada,Poco,Nada,Nada,3,3,0
620247,237,1,1,1,585.59268031,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620247,237,2,1,2,585.59268031,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620247,237,3,1,3,585.59268031,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
620248,237,1,1,1,1231.0003448,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620248,237,2,1,2,1231.0003448,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
620248,237,3,1,3,1231.0003448,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620249,237,1,1,1,548.54930905,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620249,237,2,1,2,548.54930905,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620250,237,1,1,1,1467.8427239,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620250,237,2,1,2,1467.8427239,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620251,237,1,1,1,964.48178323,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620252,237,1,1,1,875.70623633,Nada,Nada,Nada,Nada,Nada,Poco,Nada,Nada,3,3,0
620252,237,2,1,2,875.70623633,Nada,Nada,Nada,Nada,Nada,Poco,Nada,Nada,3,3,0
620253,237,1,1,1,850.82635004,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620254,237,1,1,1,827.87850563,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620254,237,2,1,2,827.87850563,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620255,237,1,1,1,1351.7589122,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620255,237,2,1,2,1351.7589122,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620256,237,1,1,1,925.75061004,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620256,237,2,1,2,925.75061004,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620256,237,3,1,3,925.75061004,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620257,237,1,1,1,3311.5140225,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620257,237,2,1,2,3311.5140225,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620258,237,1,1,1,1694.1171782,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620258,237,2,1,2,1694.1171782,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620259,237,1,1,1,1351.7589122,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620259,237,2,1,2,1351.7589122,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620260,237,1,1,1,896.52008087,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,4,0
620260,237,2,1,2,896.52008087,Mucho,Mucho,Poco,Poco,Poco,Nada,Mucho,Poco,5,3,0
620261,237,1,1,1,2730.6468512,Poco,Poco,Poco,Poco,Poco,Nada,Poco,Poco,3,3,0
620261,237,2,1,2,2730.6468512,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620262,237,1,1,1,1351.7589122,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
620262,237,2,1,2,1351.7589122,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620263,237,1,1,1,1284.2470651,Mucho,Mucho,Mucho,Mucho,Nada,Nada,Nada,Nada,4,4,0
620264,237,1,1,1,1498.0915592,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620264,237,2,1,2,1498.0915592,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620265,237,1,1,1,979.66513454,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,5,4,0
620265,237,2,1,2,979.66513454,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620266,237,1,1,1,1630.9295849,Mucho,Mucho,Mucho,Mucho,Poco,Poco,Mucho,Poco,3,3,0
620266,237,2,1,2,1630.9295849,Poco,Poco,Poco,Nada,Poco,Poco,Poco,Poco,3,3,0
620267,237,1,1,1,1280.2464026,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620268,237,1,1,1,1560.9867171,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620268,237,2,1,2,1560.9867171,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620269,237,1,1,1,2613.1795712,Poco,Nada,Poco,Poco,Poco,Poco,Poco,Poco,4,3,0
620269,237,2,1,2,2613.1795712,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620270,237,1,1,1,1043.1269171,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620270,237,2,1,2,1043.1269171,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620270,237,3,1,3,1043.1269171,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,3,0
620271,237,1,1,1,1043.1269171,Poco,Nada,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620271,237,2,1,2,1043.1269171,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620271,237,3,1,3,1043.1269171,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620272,237,1,1,1,1618.151302,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,4,0
620273,237,1,1,1,2198.3954616,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620273,237,2,1,2,2198.3954616,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620274,237,1,1,1,3035.4039665,Mucho,Mucho,Poco,Poco,Poco,Poco,Nada,Nada,4,4,0
620274,237,2,1,2,3035.4039665,Mucho,Poco,Mucho,Poco,Poco,Poco,Mucho,Poco,4,4,0
620275,237,1,1,1,1618.151302,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,3,0
620276,237,1,1,1,2171.3187616,Mucho,Mucho,Mucho,Mucho,Poco,Poco,Poco,Poco,3,3,0
620277,237,1,1,1,2171.3187616,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Nada,4,4,0
620278,237,1,1,1,79.172930653,Poco,Poco,Nada,Nada,Nada,Poco,Nada,Nada,3,3,0
620279,237,1,1,1,157.01040544,Poco,Nada,Nada,Nada,Nada,Poco,Nada,Nada,2,2,0
620280,237,1,1,1,211.20303901,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620281,237,1,1,1,88.778351727,Poco,Nada,Nada,Nada,Nada,Poco,Nada,Nada,2,2,0
620282,237,1,1,1,195.92113642,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620282,237,2,1,2,195.92113642,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0
620283,237,1,1,1,151.23389028,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
620283,237,2,1,2,151.23389028,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620283,237,3,1,3,151.23389028,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620284,237,1,1,1,77.773442221,Poco,Nada,Nada,Nada,Nada,Poco,Poco,Poco,2,2,0
620285,237,1,1,1,202.82101572,Poco,Nada,Nada,Nada,Nada,Poco,Nada,Nada,3,3,0
620285,237,2,1,2,202.82101572,Poco,Nada,Nada,Nada,Nada,Poco,Poco,Poco,3,3,0
620286,237,1,1,1,75.125613444,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620286,237,2,1,2,75.125613444,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620287,237,1,1,1,64.419405629,Poco,Nada,Nada,Nada,Nada,Mucho,Poco,Poco,3,2,0
620287,237,2,1,2,64.419405629,Poco,Nada,Nada,Nada,Nada,Poco,Nada,Nada,3,3,0
620288,237,1,1,1,51.535524503,Poco,Poco,Poco,Poco,Nada,Nada,Nada,Nada,3,3,0
620288,237,2,1,2,51.535524503,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Nada,3,3,0
620289,237,1,1,1,51.535524503,Poco,Poco,Poco,Poco,Poco,Poco,Nada,Nada,3,3,0
620289,237,2,1,2,51.535524503,Poco,Poco,Poco,Poco,Poco,Poco,Nada,Nada,3,3,0
620290,237,1,1,1,86.573570279,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
620291,237,1,1,1,122.52410809,Poco,Poco,Poco,Poco,Poco,Poco,Nada,Nada,3,3,0
620291,237,2,1,2,122.52410809,Poco,Poco,Poco,Poco,Poco,Poco,Nada,Nada,3,3,0
620291,237,5,1,5,122.52410809,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620292,237,1,1,1,206.14209801,Poco,Poco,Poco,Poco,Nada,Nada,Nada,Nada,3,3,0
620292,237,2,1,2,206.14209801,Poco,Mucho,Poco,Nada,Poco,Nada,Nada,Nada,3,3,0
620293,237,1,1,1,82.271510429,Poco,Poco,Poco,Poco,Poco,Nada,Nada,Nada,3,4,0
620293,237,2,1,2,82.271510429,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620294,237,1,1,1,162.25681258,Poco,Poco,Poco,Nada,Nada,Poco,Poco,Nada,3,3,0
620294,237,2,1,2,162.25681258,Poco,Poco,Poco,Poco,Nada,Poco,Nada,Nada,3,3,0
620295,237,1,1,1,104.2888926,Poco,Poco,Poco,Nada,Nada,Poco,Nada,Nada,3,3,0
620296,237,1,1,1,91.075438034,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620296,237,2,1,2,91.075438034,Poco,Poco,Nada,Poco,Poco,Poco,Poco,Poco,3,3,0
620297,237,1,1,1,77.815813073,Poco,Poco,Poco,Poco,Nada,Poco,Nada,Nada,3,3,0
620297,237,2,1,2,77.815813073,Poco,Poco,Poco,Nada,Nada,Poco,Nada,Nada,3,3,0
620298,237,1,1,1,91.075438034,Mucho,Mucho,Poco,Poco,Poco,Poco,Nada,Nada,3,4,0
620298,237,2,1,2,91.075438034,Poco,Poco,Poco,Poco,Poco,Poco,Nada,Nada,3,4,0
620299,237,1,1,1,51.535524503,Poco,Nada,Nada,Nada,Nada,Poco,Nada,Nada,3,4,0
620299,237,2,1,2,51.535524503,Poco,Poco,Poco,Nada,Nada,Poco,Nada,Nada,3,3,0
620299,237,3,1,3,51.535524503,Poco,Poco,Poco,Poco,Nada,Nada,Nada,Nada,3,3,0
620300,237,1,1,1,85.509364196,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620301,237,1,1,1,69.011885469,Poco,Nada,Poco,Nada,Nada,Poco,Nada,Nada,4,4,0
620301,237,2,1,2,69.011885469,Poco,Nada,Poco,Nada,Nada,Poco,Nada,Nada,3,3,0
620302,237,1,1,1,86.573570279,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620303,237,1,1,1,1068.3874201,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,2,0
620304,237,1,1,1,1548.2779088,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
620304,237,2,1,2,1548.2779088,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Poco,1,1,1
620305,237,1,1,1,797.66823432,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
620305,237,2,1,2,797.66823432,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,2,0
620306,237,1,1,1,791.53023433,Mucho,Mucho,Poco,Poco,Poco,Mucho,Mucho,Mucho,4,4,0
620307,237,1,1,1,1071.8847061,Poco,Nada,Poco,Nada,Nada,Poco,Poco,Poco,3,3,0
620307,237,2,1,2,1071.8847061,Poco,Nada,Nada,Nada,Nada,Poco,Nada,Poco,3,3,0
620308,237,1,1,1,771.14833037,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
620308,237,2,1,2,771.14833037,Poco,Poco,Poco,Poco,Nada,Poco,Poco,Poco,3,2,0
620309,237,1,1,1,1095.7180708,Poco,Poco,Nada,Nada,Poco,Poco,Poco,Poco,2,1,0
620310,237,1,1,1,1233.7064206,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620311,237,1,1,1,1211.5328698,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620311,237,2,1,2,1211.5328698,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620312,237,1,1,1,1375.3985344,Nada,Nada,Poco,Nada,Nada,Poco,Nada,Poco,1,2,0
620312,237,2,2,1,1375.3985344,Poco,Poco,Nada,Nada,Nada,Nada,Poco,Nada,2,3,0
620312,237,3,2,2,1375.3985344,Poco,Poco,Nada,Poco,Nada,Nada,Poco,Poco,2,3,0
620314,237,1,1,1,730.06624707,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Nada,4,3,0
620314,237,2,1,2,730.06624707,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620315,237,1,1,1,1036.7280845,Mucho,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
620316,237,1,1,1,1064.9657555,Mucho,Nada,Nada,Nada,Nada,Mucho,Poco,Poco,4,4,0
620321,237,1,1,1,1038.4152531,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620322,237,1,1,1,1066.0680723,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,3,4,0
620322,237,2,1,2,1066.0680723,Mucho,Mucho,Poco,Mucho,Poco,Poco,Poco,Poco,3,4,0
620322,237,3,1,3,1066.0680723,Mucho,Mucho,Poco,Mucho,Poco,Poco,Poco,Poco,3,3,0
620322,237,4,1,4,1066.0680723,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620323,237,1,1,1,1470.7465558,Mucho,Poco,Poco,Poco,Poco,Nada,Nada,Nada,4,2,0
620323,237,2,1,2,1470.7465558,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620323,237,3,1,3,1470.7465558,Mucho,Nada,Nada,Nada,Nada,Nada,Nada,Nada,4,3,0
620324,237,1,1,1,1804.3265237,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,2,0
620324,237,2,1,2,1804.3265237,Poco,Poco,Nada,Nada,Poco,Poco,Poco,Poco,2,2,0
620326,237,1,1,1,911.7261628,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620326,237,2,1,2,911.7261628,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,1,1,0
620326,237,3,1,3,911.7261628,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
620326,237,4,1,4,911.7261628,Mucho,Mucho,Nada,Poco,Poco,Poco,Mucho,Mucho,3,4,0
620327,237,1,1,1,1136.7345395,Poco,Mucho,Nada,Nada,Nada,Nada,Poco,Mucho,5,2,1
620327,237,2,1,2,1136.7345395,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0
620327,237,3,1,3,1136.7345395,Poco,Mucho,Nada,Poco,Poco,Poco,Poco,Mucho,3,3,0
620327,237,4,1,4,1136.7345395,Nada,Poco,Nada,Nada,Nada,Poco,Nada,Nada,3,3,0
620328,237,1,1,1,1690.4622709,Poco,Mucho,Poco,Poco,Poco,Poco,Poco,Mucho,3,3,0
620328,237,2,1,2,1690.4622709,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620329,237,1,1,1,1621.8336575,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620329,237,2,1,2,1621.8336575,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620330,237,2,1,2,1600.1583518,Nada,Poco,Nada,Poco,Nada,Nada,Nada,Nada,2,1,0
620330,237,3,1,3,1600.1583518,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0
620330,237,4,1,4,1600.1583518,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620330,237,5,1,5,1600.1583518,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
620330,237,1,1,1,1600.1583518,Nada,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,2,0
620331,237,1,1,1,1533.2443839,Poco,Mucho,Poco,Mucho,Mucho,Mucho,Mucho,Mucho,3,3,0
620332,237,1,1,1,1200.719632,Mucho,Poco,Nada,Nada,Nada,Nada,Nada,Nada,4,4,0
620333,237,2,1,2,1250.2176609,Mucho,Mucho,Mucho,Nada,Nada,Poco,Poco,Mucho,3,4,0
620333,237,3,1,3,1250.2176609,Mucho,Poco,Mucho,Nada,Nada,Nada,Nada,Nada,5,5,0
620333,237,4,1,4,1250.2176609,Mucho,Poco,Mucho,Poco,Poco,Poco,Mucho,Mucho,4,3,0
620333,237,1,1,1,1250.2176609,Mucho,Poco,Mucho,Nada,Poco,Mucho,Mucho,Mucho,5,5,0
620334,237,1,1,1,1486.6264002,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,1
620334,237,2,1,2,1486.6264002,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620334,237,4,1,4,1486.6264002,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620335,237,1,1,1,1183.2842186,Mucho,Poco,Poco,Nada,Nada,Poco,Nada,Nada,4,3,0
620336,237,3,1,3,1120.5966005,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620336,237,4,1,4,1120.5966005,Poco,Poco,Poco,Poco,Poco,Nada,Poco,Nada,3,2,0
620336,237,1,1,1,1120.5966005,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620336,237,2,1,2,1120.5966005,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620337,237,1,1,1,1175.2261621,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
620338,237,1,1,1,1362.2357789,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620338,237,2,1,2,1362.2357789,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620339,237,1,1,1,1362.5399451,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620339,237,2,1,2,1362.5399451,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0
620340,237,1,1,1,1640.0462337,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
620341,237,2,1,2,791.52237078,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620341,237,3,1,3,791.52237078,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620341,237,4,1,4,791.52237078,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620341,237,1,1,1,791.52237078,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
620342,237,1,1,1,660.63682416,Nada,Nada,Nada,Poco,Poco,Mucho,Poco,Mucho,3,2,0
620342,237,2,1,2,660.63682416,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620342,237,3,1,3,660.63682416,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620342,237,4,1,4,660.63682416,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620343,237,1,1,1,1127.9677141,Poco,Poco,Mucho,Poco,Poco,Poco,Poco,Mucho,3,3,0
620343,237,2,1,2,1127.9677141,Mucho,Poco,Mucho,Poco,Poco,Mucho,Mucho,Mucho,3,3,0
620343,237,3,1,3,1127.9677141,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Nada,3,3,0
620344,237,1,1,1,685.67519054,Poco,Mucho,Poco,Poco,Mucho,Mucho,Mucho,Nada,3,4,0
620344,237,2,1,2,685.67519054,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620344,237,3,1,3,685.67519054,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620345,237,1,1,1,1909.7425134,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620346,237,1,1,1,1262.1672975,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
620346,237,2,1,2,1262.1672975,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,3,0
620346,237,3,1,3,1262.1672975,Poco,Poco,Nada,Poco,Nada,Poco,Poco,Poco,2,2,0
620346,237,4,1,4,1262.1672975,Poco,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620346,237,5,1,5,1262.1672975,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620347,237,1,1,1,877.59093074,Poco,Nada,Poco,Poco,Poco,Nada,Nada,Poco,1,1,0
620348,237,1,1,1,1909.7425134,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620349,237,1,1,1,1833.4458112,Nada,Nada,Nada,Nada,Poco,Poco,Poco,Poco,2,3,0
620349,237,2,1,2,1833.4458112,Poco,Poco,Nada,Poco,Poco,Poco,Poco,Poco,3,3,0
620349,237,3,1,3,1833.4458112,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,4,0
620350,237,2,1,2,1731.0508557,Poco,Nada,Poco,Poco,Poco,Poco,Nada,Mucho,2,2,0
620350,237,1,1,1,1731.0508557,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,1,0
620351,237,1,1,1,2081.193551,Poco,Nada,Nada,Nada,Nada,Poco,Nada,Nada,3,5,0
620351,237,2,1,2,2081.193551,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
620352,237,1,1,1,1731.0508557,Poco,Poco,Nada,Poco,Nada,Nada,Nada,Poco,3,2,0
620352,237,2,1,2,1731.0508557,Poco,Nada,Poco,Poco,Poco,Poco,Nada,Poco,2,3,0
620353,237,1,1,1,1869.5930794,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,4,0
620353,237,2,1,2,1869.5930794,Poco,Nada,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620353,237,3,1,3,1869.5930794,Poco,Poco,Nada,Nada,Poco,Mucho,Poco,Mucho,3,3,0
620354,237,1,1,1,2619.0485284,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
620354,237,2,1,2,2619.0485284,Poco,Poco,Poco,Poco,Poco,Poco,Nada,Poco,3,2,0
620354,237,3,1,3,2619.0485284,Poco,Poco,Poco,Poco,Nada,Mucho,Poco,Poco,2,2,0
620354,237,4,1,4,2619.0485284,Nada,Nada,Nada,Nada,Nada,Mucho,Nada,Nada,3,3,0
620354,237,6,1,6,2619.0485284,Nada,Nada,Nada,Nada,Nada,Mucho,Nada,Nada,2,2,0
620354,237,7,1,7,2619.0485284,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
620355,237,1,1,1,2239.5348849,Nada,Mucho,Nada,Nada,Nada,Poco,Poco,Poco,1,1,0
620355,237,2,1,2,2239.5348849,Nada,Mucho,Poco,Poco,Nada,Nada,Nada,Poco,3,3,0
620356,237,1,1,1,1165.4683886,Mucho,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,4,4,0
620356,237,2,1,2,1165.4683886,Poco,Poco,Poco,Poco,Poco,Poco,Nada,Nada,2,2,0
620357,237,1,1,1,1046.9721245,Poco,Nada,Poco,Nada,Nada,Poco,Nada,Nada,3,3,0
620357,237,2,1,2,1046.9721245,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Poco,1,2,0
620357,237,3,1,3,1046.9721245,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,2,0
620358,237,1,1,1,1386.7098454,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620358,237,2,1,2,1386.7098454,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620359,237,1,1,1,1053.1091169,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620360,237,1,1,1,1239.2994203,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620360,237,2,1,2,1239.2994203,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620360,237,4,1,4,1239.2994203,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620361,237,1,1,1,1206.9259468,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
620361,237,2,1,2,1206.9259468,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Mucho,4,4,1
620362,237,1,1,1,1473.5095313,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
620362,237,2,1,2,1473.5095313,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
620362,237,3,1,3,1473.5095313,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Mucho,3,3,0
620363,237,1,1,1,1110.6469539,Nada,Poco,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
620363,237,2,1,2,1110.6469539,Poco,Poco,Poco,Nada,Nada,Nada,Poco,Poco,2,2,0
620364,237,1,1,1,1084.5486384,Mucho,Poco,Mucho,Poco,Nada,Nada,Nada,Nada,3,4,0
620365,237,1,1,1,1288.2286777,Mucho,Poco,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
620366,237,2,1,2,1373.7488186,Poco,Poco,Poco,Poco,Poco,Poco,Nada,Poco,2,2,0
620366,237,1,1,1,1373.7488186,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
