DIRECTORIO,homicidio,extorsiones,vandalismo,consumo_drogas,consumo_alcohol,agresiones_vecinos,violaciones_sexuales,acoso_sexual,presencia_pandillas,expendedores_droga,guerrilla,hurto
600503,si,no,no,si,si,no,no,no,no,si,no,si
600504,si,si,si,si,si,no,no,no,no,no,no,si
600505,no,no,no,si,si,no,no,no,no,no,no,si
600506,si,si,no,si,si,no,no,no,no,no,no,si
600507,no,no,no,no,no,no,no,no,no,no,no,si
600508,no,no,no,no,no,no,no,no,no,no,no,no
600509,no,no,si,si,si,si,no,no,si,si,no,si
600510,no,no,no,si,si,no,no,no,no,si,no,si
600511,no,no,si,si,si,no,si,no,no,si,no,si
600512,si,no,no,si,si,no,no,no,si,si,no,si
600513,no,no,no,no,no,no,no,no,no,no,no,si
600514,si,no,no,si,si,no,no,no,no,no,no,si
600515,no,no,no,no,no,no,no,no,no,no,no,no
600516,si,no,si,si,si,si,no,si,si,si,si,si
600517,no,no,no,no,no,no,no,no,no,no,no,no
600519,si,no,si,si,si,no,no,no,no,no,no,si
600520,si,no,no,si,si,no,no,no,no,si,no,si
600521,no,no,si,si,si,no,no,no,si,si,no,si
600522,no,no,no,si,si,no,no,no,si,si,no,no
600523,si,no,no,si,si,si,no,no,no,no,no,si
600524,no,no,si,si,si,no,no,no,no,si,no,si
600525,si,no,si,si,si,no,no,no,si,si,no,si
600526,no,no,no,no,si,no,no,no,si,no,no,si
600527,no,no,no,si,no,no,no,no,no,si,no,no
600528,no,no,si,si,si,no,no,no,si,si,no,si
600529,no,no,si,si,si,no,no,no,no,si,no,si
600530,no,no,no,si,si,no,no,no,si,si,no,no
600531,no,no,no,si,si,no,no,no,no,si,no,si
600532,no,no,no,no,no,no,no,no,no,si,no,no
600533,no,no,no,si,si,no,no,no,no,no,no,si
600534,no,no,no,si,si,no,no,no,no,si,no,si
600535,no,no,no,si,no,no,no,no,si,si,no,si
600536,no,no,no,si,si,no,no,no,no,no,no,si
600537,no,no,no,si,no,no,no,no,no,si,no,no
600538,no,no,si,si,si,no,no,no,si,si,no,si
600539,no,si,no,si,si,si,no,no,si,si,no,si
600540,no,no,no,si,si,si,no,no,si,si,no,si
600541,si,no,si,si,si,si,no,no,si,si,no,si
600542,no,no,no,si,si,no,no,no,no,si,no,si
600543,no,no,no,si,si,no,no,no,no,si,no,no
600544,no,no,no,no,no,no,no,no,no,no,no,no
600545,no,no,no,no,no,no,no,no,no,no,no,no
600546,no,no,no,no,no,no,no,no,no,no,no,si
600547,si,no,no,si,si,no,no,no,no,no,no,si
600548,no,no,no,si,si,si,no,no,no,no,no,si
600549,si,no,no,si,si,no,no,no,no,no,no,si
600550,no,no,no,no,no,no,no,no,no,no,no,si
600551,no,no,no,si,no,no,no,no,no,si,no,si
600552,no,no,no,si,si,no,no,no,no,si,no,no
600552,no,no,no,no,no,no,no,no,no,no,no,no
600553,no,no,no,no,no,no,no,no,no,no,no,no
600554,no,no,no,si,si,no,no,no,no,si,no,si
600555,no,no,no,si,si,no,no,no,no,si,no,si
600556,no,no,no,no,no,no,no,no,no,no,no,si
600557,no,no,no,si,si,no,no,no,no,no,no,no
600558,no,no,no,no,si,no,no,no,no,no,no,si
600559,no,no,no,no,no,no,no,no,no,no,no,no
600560,no,no,no,no,no,no,no,no,no,no,no,no
600561,no,no,no,si,no,no,no,no,si,si,no,si
600562,no,no,no,no,no,no,no,no,no,no,no,si
600563,si,no,no,si,si,no,no,no,no,si,no,si
600564,no,no,no,no,no,no,no,no,no,no,no,si
600565,no,no,no,si,si,no,no,no,no,si,no,si
600566,no,no,no,si,si,no,no,no,no,no,no,si
600567,no,no,no,no,no,no,no,no,no,no,no,no
600568,si,si,no,si,si,no,no,no,si,si,no,si
600569,no,no,no,no,no,no,no,no,no,no,no,no
600570,no,no,no,si,no,no,no,no,no,si,no,si
600571,no,no,no,no,no,no,no,no,no,no,no,no
600572,no,no,no,si,si,no,no,no,no,no,no,no
600573,no,no,no,no,no,no,no,no,no,no,no,no
600574,no,no,no,no,si,no,no,no,si,si,no,si
600575,no,no,no,si,si,no,no,no,no,no,no,si
600576,no,no,no,si,no,no,no,no,no,si,no,si
600577,no,no,no,si,no,no,no,no,no,si,no,no
600578,no,no,no,no,no,no,no,no,no,no,no,no
600579,no,no,no,si,si,si,no,no,si,si,no,si
600580,si,no,no,si,si,no,no,no,si,si,no,si
600581,no,no,no,no,no,no,no,no,no,no,no,no
600582,no,no,no,no,no,no,no,no,no,no,no,si
600583,si,no,si,si,si,no,no,no,si,si,no,si
600584,si,no,no,si,si,si,no,no,no,si,no,si
600585,no,no,no,no,no,no,no,no,no,si,no,si
600586,no,no,no,no,no,no,no,no,no,no,no,no
600587,si,si,si,si,si,no,no,no,si,si,si,si
600588,no,no,no,no,no,no,no,no,no,no,no,no
600589,no,no,no,si,si,no,no,no,no,si,no,si
600590,no,no,no,no,no,no,no,no,no,no,no,no
600591,no,no,no,si,si,si,no,no,no,si,no,si
600592,no,no,no,no,no,no,no,no,no,si,no,no
600593,no,no,no,no,no,no,no,no,no,si,no,si
600594,no,no,no,si,no,no,no,no,no,si,no,no
600595,si,no,no,si,no,no,no,no,no,no,no,si
600596,no,no,no,no,no,no,no,no,no,no,no,si
600597,no,no,no,no,no,no,no,no,no,si,no,si
600598,no,no,no,si,si,no,no,no,no,si,no,si
600599,no,no,no,no,no,no,no,no,no,no,no,no
600600,no,no,si,si,si,no,no,no,si,no,no,si
600601,si,no,no,si,si,no,no,no,no,no,no,si
600602,no,no,no,si,si,no,no,no,si,si,no,si
600603,no,no,no,no,no,no,no,no,no,no,no,si
600604,no,no,no,si,si,si,no,no,si,si,no,si
600605,no,no,no,no,no,no,no,no,no,no,no,si
600606,no,no,no,no,no,no,no,no,no,no,no,no
600607,no,no,no,no,no,no,no,no,no,no,no,no
600608,no,no,no,si,si,no,no,no,no,no,no,si
600609,si,no,si,si,si,si,no,no,si,si,no,si
600610,no,no,no,no,no,no,no,no,no,no,no,no
600611,si,no,no,si,si,si,no,no,no,no,no,si
600612,no,no,no,no,no,no,no,no,si,si,no,no
600613,no,no,no,no,no,no,no,no,no,no,no,no
600614,si,no,no,si,si,si,no,no,si,no,no,si
600615,no,no,no,no,no,no,no,no,no,no,no,si
600616,no,no,no,no,no,no,no,no,no,no,no,no
600617,no,no,no,si,si,no,no,no,si,si,no,si
600618,si,no,no,si,no,no,no,no,si,si,no,no
600619,no,no,no,no,si,no,no,no,no,si,no,si
600620,no,no,no,si,si,no,no,no,no,si,no,si
600621,si,no,no,si,si,no,no,no,si,si,no,si
600622,no,no,no,no,no,no,no,no,no,no,no,si
600623,no,no,no,si,si,si,no,no,si,si,no,si
600624,no,no,no,si,si,si,no,no,no,si,no,si
600625,no,no,no,no,si,no,no,no,no,no,no,si
600626,no,no,no,si,si,no,no,no,no,no,no,si
600627,no,no,no,no,no,no,no,no,no,no,no,no
600628,si,no,si,si,si,no,no,no,si,si,no,si
600629,no,no,no,si,si,no,no,no,si,si,no,si
600630,no,no,no,no,no,no,no,no,no,no,no,no
600631,no,no,no,no,no,no,no,no,no,no,no,si
600632,no,no,no,si,si,no,no,no,no,si,no,si
600633,no,no,no,no,no,no,no,no,no,no,no,si
600634,no,no,no,si,si,no,no,no,no,si,no,si
600635,no,no,no,no,no,no,no,no,no,no,no,no
600636,no,no,no,no,no,no,no,no,no,no,no,no
600637,no,no,no,no,no,no,no,no,no,no,no,no
600638,no,no,no,si,si,no,no,no,no,no,no,si
600639,no,no,no,no,no,no,no,no,no,no,no,no
600640,no,no,no,no,no,no,no,no,no,no,no,no
600641,no,no,no,no,no,no,no,no,no,no,no,no
600642,no,no,no,no,no,no,no,no,no,no,no,si
600643,no,no,no,no,no,no,no,no,no,no,no,no
600644,no,no,no,no,no,no,no,no,no,no,no,no
600645,no,no,no,no,no,no,no,no,no,no,no,si
600646,no,no,no,no,no,no,no,no,no,no,no,si
600647,no,no,no,si,si,no,no,no,no,no,no,si
600648,no,no,no,si,si,no,no,no,no,no,no,si
600649,no,no,no,si,si,no,no,no,no,no,no,si
600650,no,no,no,si,no,no,no,no,no,si,no,si
600651,si,si,no,si,si,si,si,si,si,si,si,si
600652,si,no,no,si,si,no,no,no,no,no,no,si
600653,si,no,no,si,si,no,si,no,no,si,no,si
600654,no,no,no,si,no,no,no,no,si,si,no,si
600655,no,no,no,no,no,no,no,no,no,no,no,no
600656,no,no,no,si,si,no,no,no,no,si,no,si
600657,si,no,no,si,si,no,no,no,no,si,no,si
600658,no,no,no,no,si,no,no,no,no,si,no,si
600659,no,no,no,no,no,no,no,no,no,no,no,no
600660,si,no,si,si,si,no,no,no,no,si,no,si
600661,no,no,no,no,no,no,no,no,no,no,no,si
600662,si,no,si,si,si,no,no,no,no,si,no,si
600663,si,no,no,si,si,si,si,no,no,no,no,si
600664,no,no,no,si,si,no,no,no,no,no,no,si
600665,no,no,no,si,si,si,no,no,no,no,no,no
600665,no,no,no,no,no,no,no,no,no,no,no,no
600666,no,no,no,si,si,no,no,no,si,si,si,si
600667,no,no,no,no,no,no,no,no,no,no,no,no
600668,no,no,no,no,no,no,no,no,no,no,no,si
600669,no,no,no,si,si,no,no,no,no,si,no,no
600670,no,no,no,si,no,no,no,no,no,si,no,no
600671,no,no,no,no,no,no,no,no,no,no,no,no
600672,si,no,si,si,si,no,no,no,si,si,no,si
600673,no,no,no,si,no,no,no,no,no,no,no,si
600674,no,no,no,si,si,no,no,no,no,no,no,si
600675,no,no,no,si,no,no,no,no,no,si,no,no
600676,no,no,no,si,si,si,no,no,no,no,no,si
600677,no,no,no,no,no,no,no,no,no,no,no,no
600678,si,no,si,si,si,no,no,no,si,si,no,si
600679,no,no,no,no,no,no,no,no,si,si,no,si
600680,no,no,si,si,si,si,no,no,no,si,si,si
600681,no,no,si,si,si,no,no,no,no,si,no,si
600682,no,si,si,si,si,no,no,no,si,si,no,si
600683,no,no,no,si,si,si,no,no,no,no,no,si
600684,no,no,no,no,no,no,no,no,no,no,no,no
600685,no,no,no,si,si,si,no,no,no,si,no,si
600686,no,no,no,no,no,no,no,no,si,si,no,si
600687,no,no,no,si,si,no,no,no,no,no,no,si
600688,si,no,no,no,no,no,no,no,no,no,no,si
600689,si,no,si,si,si,si,no,no,no,no,no,si
600690,si,no,si,si,si,no,no,no,si,si,no,si
600691,si,no,no,si,si,no,no,no,si,si,si,si
600692,si,no,no,si,si,no,no,no,si,si,no,si
600693,no,no,no,si,si,no,no,no,si,si,no,si
600694,no,no,no,no,no,no,no,no,no,no,no,no
600696,no,no,no,no,no,no,no,no,no,no,no,no
600697,no,no,no,no,no,no,no,no,no,no,no,si
600698,no,no,no,no,no,no,no,no,si,si,no,si
600699,si,no,no,si,si,no,no,no,si,no,no,si
600700,no,si,no,no,no,no,no,no,si,si,no,si
600701,no,no,no,no,si,no,no,no,si,si,no,si
600702,no,no,no,si,si,si,no,no,no,si,no,si
600703,no,no,no,no,no,no,no,no,no,si,no,no
600704,no,no,no,no,no,no,no,no,no,no,no,no
600705,no,no,no,si,no,no,no,no,no,no,no,si
600706,no,si,no,si,si,si,no,no,si,si,no,si
600707,no,no,no,no,no,no,no,no,no,no,no,no
600708,si,si,si,si,si,no,no,no,si,si,no,si
600709,no,no,no,si,si,si,no,no,no,si,no,si
600710,no,no,no,no,no,no,no,no,no,no,no,no
600711,no,no,no,no,no,no,no,no,no,no,no,no
600712,no,no,no,no,no,no,no,no,no,no,no,no
600713,no,no,no,no,no,no,no,no,no,no,no,no
600714,no,no,no,no,no,no,no,no,no,no,no,no
600715,no,no,no,no,no,no,no,no,no,no,no,no
600716,no,no,no,no,no,no,no,no,no,no,no,no
600717,si,no,si,si,si,si,no,no,si,si,no,si
600718,si,no,si,si,si,si,no,no,si,si,no,si
600719,no,no,no,si,si,si,no,no,no,si,no,si
600720,no,no,no,no,no,no,no,no,no,si,no,si
600721,no,no,si,si,no,no,no,no,si,si,no,si
600722,no,no,no,no,no,no,no,no,no,no,no,no
600723,no,no,no,no,no,si,no,no,si,si,no,si
600724,no,si,si,si,si,si,no,si,si,si,no,si
600725,no,no,no,si,si,no,no,no,si,si,no,si
600726,no,no,no,si,si,no,no,no,si,si,no,no
600727,no,no,no,no,no,no,no,no,no,si,no,si
600728,no,no,no,no,no,no,no,no,no,no,no,no
600729,no,no,no,no,no,no,no,no,no,si,no,no
600730,no,no,no,no,no,no,no,no,no,no,no,no
600731,no,no,no,no,no,no,no,no,no,no,no,no
600732,no,no,si,si,si,si,no,no,si,si,no,si
600733,no,no,si,si,si,no,no,no,no,si,no,si
600734,no,no,no,si,si,si,no,no,no,no,no,si
600735,no,no,no,si,no,no,no,no,no,no,no,no
600736,si,no,no,no,no,no,no,no,no,si,no,si
600737,no,no,no,si,si,no,no,no,si,no,no,no
600738,no,no,no,si,si,no,no,no,no,no,no,si
600739,no,no,no,si,no,no,no,no,si,si,no,no
600740,no,no,si,no,si,no,no,no,no,no,no,si
600741,no,no,si,si,si,si,no,no,si,si,no,si
600742,no,no,no,no,no,no,no,no,si,no,no,no
600743,no,no,si,si,si,no,no,no,no,no,no,si
600744,no,no,no,no,no,no,no,no,no,no,no,no
600745,no,no,no,si,si,no,no,no,si,si,no,no
600746,no,no,si,si,si,si,no,si,no,no,no,si
600747,no,no,no,si,si,no,no,no,si,no,no,si
600748,no,no,no,no,no,no,no,no,no,no,no,no
600749,no,no,no,si,no,no,no,no,no,no,no,si
600750,no,no,no,si,si,no,no,no,no,no,no,si
600751,no,no,no,si,si,no,no,no,no,no,no,no
600752,no,no,si,si,si,no,no,no,si,no,no,si
600753,no,no,no,no,no,no,no,no,no,no,no,no
600754,no,no,si,si,si,no,si,no,si,si,no,si
600755,no,no,no,no,no,no,no,no,no,no,no,no
600756,no,no,no,si,no,no,no,no,no,no,no,si
600757,no,no,no,si,si,no,no,no,no,no,no,si
600758,no,no,no,si,si,no,no,no,si,si,no,si
600759,no,no,no,no,no,no,no,no,no,no,no,no
600760,no,no,no,no,si,no,no,no,no,no,no,no
600761,no,no,no,si,si,no,no,no,si,si,no,si
600762,no,no,no,si,si,no,no,no,no,no,no,no
600763,no,no,no,si,si,no,no,no,no,no,no,si
600764,no,no,no,si,si,si,no,no,no,no,no,no
600765,no,no,no,no,no,no,no,no,no,no,no,si
600766,no,no,si,si,si,no,no,no,si,no,no,si
600767,si,no,no,si,si,si,no,no,si,si,no,si
600768,no,no,no,si,no,no,no,no,no,no,no,si
600769,si,no,no,si,si,no,no,no,no,no,no,si
600770,si,no,no,si,si,si,no,no,si,si,no,si
600771,si,no,si,si,si,no,no,no,si,si,no,si
600772,no,no,no,no,no,no,no,no,no,no,no,no
600773,no,no,no,no,no,no,no,no,no,si,no,no
600774,no,no,si,si,si,si,no,si,si,si,no,si
600775,no,no,no,si,no,no,no,no,si,no,no,no
600776,no,no,no,si,si,si,no,no,no,no,no,no
600777,no,no,no,si,si,no,no,no,no,si,no,si
600778,no,no,no,no,no,no,no,no,no,no,no,si
600779,no,no,no,si,no,no,no,no,no,no,no,no
600780,no,no,no,no,no,no,no,no,no,no,no,si
600781,no,no,no,no,no,no,no,no,no,no,no,no
600782,no,no,no,si,no,no,no,no,si,no,no,no
600783,no,no,no,si,no,no,no,no,no,no,no,no
600784,no,no,no,si,si,no,no,no,no,si,no,si
600785,no,no,no,no,no,no,no,no,no,no,no,no
600786,no,no,no,si,no,no,no,no,si,si,no,no
600787,no,no,no,si,si,no,no,no,si,no,no,no
600788,no,no,no,si,no,no,no,no,si,si,no,no
600789,no,no,no,si,si,no,no,no,no,si,no,si
600790,no,no,no,si,si,no,no,no,si,no,no,si
600791,no,no,no,si,si,no,no,no,no,no,no,no
600792,no,no,no,no,no,no,no,no,si,si,no,si
600793,no,no,no,no,no,no,no,no,si,si,no,si
600794,no,no,no,si,si,no,no,no,no,no,no,no
600795,no,no,no,no,no,no,no,no,no,no,no,no
600796,no,no,no,si,si,no,no,no,si,si,no,si
600797,no,no,no,no,no,no,no,no,no,no,no,no
600798,no,no,no,no,no,no,no,no,si,si,no,no
600799,no,no,no,si,si,no,no,no,no,no,no,si
600800,no,no,no,no,no,no,no,no,no,no,no,no
600801,no,no,no,no,no,no,no,no,no,no,no,si
600802,no,no,no,no,no,no,no,no,no,si,no,si
600803,no,no,no,si,si,no,no,no,si,si,no,si
600804,no,no,no,no,no,no,no,no,no,no,no,no
600805,no,no,no,si,si,no,no,no,no,no,no,no
600806,no,no,no,si,no,no,no,no,no,si,no,si
600807,no,no,no,no,no,no,no,no,no,no,no,no
600808,no,no,no,si,si,no,no,no,no,no,no,no
600809,no,no,no,si,no,no,no,no,si,si,no,si
600810,no,no,no,si,si,si,no,no,si,si,no,si
600811,no,no,si,si,si,si,no,si,si,si,no,si
600812,no,no,no,si,si,no,no,no,si,si,no,si
600813,no,no,no,no,no,no,no,no,no,no,no,si
600814,no,no,no,si,si,si,no,no,no,si,no,si
600815,si,no,no,si,no,no,no,no,si,si,no,si
600816,si,no,no,no,no,no,no,no,si,si,no,si
600817,no,no,no,no,no,no,no,no,si,si,no,si
600818,si,no,no,si,si,no,no,no,si,si,no,si
600819,si,no,no,si,si,no,no,no,si,si,no,si
600820,no,no,no,si,si,no,no,no,no,si,no,si
600820,no,no,no,si,si,no,no,no,si,si,no,si
600821,no,no,no,no,si,no,no,no,no,no,no,no
600822,no,no,si,si,si,si,no,si,si,si,no,si
600823,si,no,no,si,si,no,no,no,si,si,no,si
600824,si,no,si,si,si,no,no,no,no,no,no,si
600825,no,no,no,no,no,no,no,no,no,no,no,no
600826,no,no,no,no,no,no,no,no,no,no,no,no
600827,no,no,no,si,si,no,no,no,no,no,no,no
600828,no,no,no,si,si,no,no,no,si,si,no,si
600829,no,no,no,si,si,no,no,no,no,no,no,si
600830,no,no,no,si,si,no,no,no,no,si,no,si
600831,no,no,no,si,si,no,no,no,no,no,no,si
600832,no,no,no,no,si,no,no,no,si,no,no,no
600834,no,si,no,si,si,no,no,no,si,si,no,si
600835,no,no,no,no,no,no,no,no,no,no,no,no
600836,si,si,si,si,si,no,no,no,si,si,no,si
600837,si,si,si,si,si,si,si,si,si,si,no,si
600838,no,no,no,no,si,no,no,no,no,no,no,si
600839,si,si,si,si,si,si,no,no,si,si,no,si
600840,si,si,si,si,si,si,si,si,si,si,no,si
600841,no,si,no,si,si,si,no,no,si,si,no,si
600842,no,no,no,si,si,no,no,no,si,si,no,si
600843,no,no,no,no,no,no,no,no,si,no,no,no
600844,no,no,no,si,si,no,no,no,no,no,no,no
600845,no,no,no,si,si,no,no,no,no,si,no,si
600846,si,si,no,si,si,si,no,no,si,si,no,si
600847,no,no,no,no,no,no,no,no,si,no,no,no
600847,no,no,no,no,no,no,no,no,no,no,no,si
600848,no,no,no,no,no,no,no,no,si,no,no,si
600849,no,no,no,no,no,no,no,no,si,no,no,si
600850,no,no,si,si,si,si,no,no,si,si,no,no
600851,si,no,no,no,si,si,no,no,si,no,no,si
600852,no,si,no,si,si,no,no,no,no,si,no,si
600853,si,si,si,si,si,no,no,no,si,si,no,si
600854,no,no,no,si,si,no,no,no,no,si,no,si
600856,no,no,no,si,no,no,no,no,si,si,no,si
600857,si,si,si,si,si,si,no,no,si,si,no,si
600858,si,si,si,si,si,no,no,no,si,si,no,si
600859,no,no,no,no,no,no,no,no,si,si,no,si
600860,si,si,si,si,si,no,no,si,si,si,no,si
600861,no,si,no,si,si,no,no,no,si,si,no,si
600862,no,no,no,no,no,no,no,no,no,no,no,si
600863,no,si,si,no,si,no,no,no,si,no,no,si
600864,si,si,si,si,si,si,no,no,si,no,no,si
600865,si,no,si,si,si,si,no,si,si,si,no,si
600867,no,no,no,si,si,no,no,no,si,si,no,si
600868,no,si,no,si,si,si,no,no,no,no,no,si
600869,no,no,no,si,si,no,no,no,no,no,no,si
600870,no,no,si,si,si,si,no,no,si,si,no,si
600870,no,no,no,si,si,no,no,no,no,no,no,no
600871,no,no,no,no,no,no,no,no,no,no,no,no
600872,no,no,no,no,no,no,no,no,si,si,no,no
600873,no,si,si,si,si,no,no,no,si,si,no,si
600874,si,si,no,si,si,no,no,no,no,si,no,si
600875,no,si,no,si,si,si,no,no,no,si,no,si
600876,no,no,no,no,no,no,no,no,si,si,no,si
600877,si,si,si,si,no,no,no,no,no,no,no,si
600878,no,no,no,no,no,no,no,no,no,no,no,si
600879,no,si,no,no,no,no,no,no,no,no,no,si
600880,si,si,no,si,si,no,no,no,no,no,no,si
600881,no,si,si,si,si,no,no,no,si,si,no,si
600882,no,no,no,no,si,no,no,no,no,no,no,si
600883,no,no,no,no,no,no,no,no,no,no,no,si
600884,no,no,no,no,no,no,no,no,no,no,no,si
600885,no,si,no,si,no,si,no,no,no,no,no,si
600886,no,no,no,no,no,no,no,no,no,no,no,si
600887,no,si,no,no,no,no,no,no,no,no,no,si
600888,no,no,no,no,no,si,no,no,no,no,no,no
600889,no,no,no,no,no,no,no,no,no,no,no,no
600889,no,no,no,no,no,no,no,no,no,no,no,si
600890,no,no,no,no,no,no,no,no,no,no,no,no
600891,no,no,si,no,si,no,no,no,no,no,no,si
600892,si,no,no,si,si,no,no,no,no,no,no,si
600893,no,si,no,si,no,no,no,no,no,no,no,si
600894,no,si,no,no,si,no,no,no,si,no,no,si
600895,no,no,no,no,no,no,no,no,si,si,no,no
600896,no,no,no,no,no,no,no,no,no,no,no,no
600897,si,no,si,si,si,si,no,no,no,no,no,si
600897,no,no,si,si,si,si,no,no,si,no,no,si
600898,si,si,si,si,si,si,no,no,si,si,si,si
600899,no,si,no,no,no,no,no,no,si,no,no,si
600900,no,no,no,si,no,si,no,no,no,no,no,no
600901,si,si,si,si,si,si,si,si,si,si,no,si
600902,no,no,no,no,no,no,no,no,no,no,no,si
600903,si,no,si,si,no,no,no,no,si,si,no,si
600904,no,no,no,no,no,no,no,no,no,no,no,si
600905,si,si,si,si,si,no,no,no,no,si,no,si
600906,si,si,no,si,si,si,no,si,si,si,no,si
600907,si,no,si,si,no,no,no,no,si,no,no,si
600908,si,no,no,no,no,no,no,no,si,no,no,si
600909,no,no,no,no,no,no,no,no,no,no,no,si
600910,no,no,no,no,no,no,no,no,no,no,no,no
600911,no,si,no,no,no,no,no,no,no,no,no,si
600912,no,no,no,no,no,no,no,no,no,no,no,no
600913,no,si,no,no,no,no,no,no,no,si,no,si
600914,no,no,no,no,no,no,no,no,no,no,no,no
600915,no,si,no,si,si,no,no,no,no,si,no,si
600916,si,si,no,no,no,no,no,no,no,no,no,si
600917,no,si,no,si,no,no,no,no,si,si,no,si
600918,no,no,no,no,no,no,no,no,no,no,no,no
600919,no,no,no,no,no,no,no,no,no,si,no,si
600920,no,no,no,no,no,no,no,no,no,no,no,si
600921,si,si,si,si,si,no,no,no,si,si,no,si
600922,no,si,no,si,si,no,no,no,no,no,no,si
600923,si,si,si,si,si,si,no,no,no,no,no,si
600924,si,si,si,si,si,si,no,no,si,si,no,si
600925,no,si,no,no,si,no,no,no,no,si,no,si
600926,no,no,no,no,no,no,no,no,si,si,no,no
600927,si,si,no,no,si,no,no,no,no,no,no,si
600928,si,no,no,si,si,no,no,no,no,no,no,si
600929,si,si,no,no,si,no,no,no,si,si,no,si
600930,no,no,no,no,no,no,no,no,no,no,no,no
600931,si,si,no,si,si,no,no,no,si,si,no,si
600932,si,si,si,si,si,si,no,si,si,si,no,si
600933,si,no,no,si,si,no,no,no,si,no,no,si
600934,si,no,no,no,no,no,no,no,no,no,no,si
600935,no,no,no,si,si,no,no,no,no,no,no,si
600936,no,no,no,no,no,no,no,no,no,no,no,no
600937,no,si,no,no,si,no,no,no,si,si,no,si
600938,no,si,no,si,no,no,no,no,no,si,no,si
600939,si,no,si,si,si,no,no,no,si,si,no,si
600940,no,no,no,no,no,no,no,no,no,no,no,si
600941,no,no,no,si,si,no,no,no,no,no,no,si
600942,no,no,no,no,no,no,no,no,no,no,no,no
600943,no,no,no,no,no,no,no,no,no,no,no,si
600944,no,no,no,no,no,no,no,no,no,no,no,no
600945,si,si,si,si,no,no,no,no,no,si,no,si
600946,no,no,no,no,no,no,no,no,no,no,no,no
600947,no,no,no,no,no,no,no,no,no,no,no,si
600948,no,no,no,no,si,no,no,no,no,no,no,si
600949,no,no,no,no,no,no,no,no,no,no,no,no
600950,no,no,no,no,no,no,no,no,no,no,no,si
600951,no,no,no,no,no,no,no,no,no,no,no,no
600952,si,si,no,si,si,no,no,no,no,si,no,si
600953,no,no,no,si,si,no,no,no,si,no,no,si
600954,si,no,no,si,si,no,no,no,no,no,no,no
600955,no,no,no,no,no,no,no,no,no,no,no,si
600956,si,si,no,no,no,no,no,no,no,no,no,si
600957,si,no,no,si,si,no,no,no,no,no,no,si
600958,no,no,no,no,no,no,no,no,no,no,no,no
600959,no,no,no,no,no,no,no,no,no,no,no,si
600960,si,no,si,si,si,no,no,no,si,no,no,si
600961,no,no,no,si,si,no,no,no,si,no,no,si
600962,no,no,no,no,no,no,no,no,no,no,no,si
600963,no,no,no,no,no,no,no,no,si,no,no,si
600964,si,no,no,si,si,no,no,no,si,no,no,si
600965,si,si,no,no,si,no,no,no,si,si,no,si
600966,no,no,no,no,no,no,no,no,no,no,no,no
600967,no,no,no,no,no,no,no,no,no,no,no,si
600968,no,no,no,no,si,no,no,no,si,no,no,si
600969,no,no,no,no,no,no,no,no,no,no,no,si
600970,si,si,no,si,si,si,no,no,no,si,no,no
600971,si,si,si,si,si,si,no,no,si,si,no,si
600972,no,no,no,no,no,no,no,no,no,no,no,no
600973,si,si,no,no,no,no,no,no,si,si,no,si
600974,no,no,no,si,no,no,no,no,no,si,no,si
600975,no,no,si,si,si,no,no,no,si,no,no,si
600976,no,no,no,no,no,no,no,no,no,si,no,no
600977,si,si,si,si,si,si,no,no,no,si,no,si
600978,no,no,no,no,no,no,no,no,no,no,no,no
600978,no,no,si,no,si,si,no,no,no,no,no,no
600979,si,si,si,si,si,si,no,no,si,si,no,si
600980,si,si,si,si,si,si,no,no,si,si,no,si
600981,no,no,no,no,no,no,no,no,no,no,no,no
600982,no,no,no,no,si,no,no,no,no,no,no,si
600982,si,no,no,no,no,no,no,no,no,no,no,no
600982,no,no,no,no,no,no,no,no,no,no,no,si
600983,no,no,no,si,si,no,no,no,no,no,no,si
600984,si,si,si,si,si,si,no,no,no,si,no,si
600985,si,si,si,si,si,no,no,no,si,si,no,si
600986,no,no,no,no,no,no,no,no,si,no,no,si
600987,si,si,si,si,si,si,no,no,si,si,no,si
600988,si,no,no,no,no,no,no,no,no,no,no,si
600989,no,si,si,si,si,si,no,no,si,si,no,si
600990,no,no,no,no,no,no,no,no,no,no,no,si
600991,si,si,si,no,no,no,no,no,no,no,no,si
600992,no,no,no,no,si,no,no,no,no,no,no,no
600993,no,no,no,si,si,no,no,no,no,no,no,si
600994,no,no,no,no,no,no,no,no,no,no,no,si
600995,si,no,no,no,si,no,no,no,no,no,no,si
600996,si,no,no,no,si,no,no,no,no,no,no,si
600997,no,no,no,no,no,no,no,no,si,si,no,si
600998,no,no,no,no,no,no,no,no,no,no,no,no
600999,no,no,no,si,si,si,no,no,si,si,no,si
601000,no,no,no,si,si,no,no,no,si,no,no,si
601001,no,no,no,si,si,si,no,no,no,no,no,si
601002,no,no,no,no,no,no,no,no,no,no,no,no
601003,no,no,no,no,no,no,no,no,no,no,no,no
601004,no,no,no,no,no,no,no,no,si,si,no,no
601005,no,no,no,no,no,no,no,no,no,no,no,no
601006,si,no,no,no,si,no,no,no,no,no,no,si
601007,no,no,si,si,si,si,no,no,si,si,no,si
601008,no,no,no,si,si,si,no,no,si,no,no,si
601009,no,no,no,no,no,no,no,no,no,no,no,si
601010,no,no,no,si,si,no,no,no,si,no,no,si
601011,no,no,no,no,no,no,no,no,no,no,no,no
