DIRECTORIO,homicidio,extorsiones,vandalismo,consumo_drogas,consumo_alcohol,agresiones_vecinos,violaciones_sexuales,acoso_sexual,presencia_pandillas,expendedores_droga,guerrilla,hurto
631251,no,si,si,no,si,no,no,no,no,no,no,si
631252,no,no,no,si,si,no,no,no,no,si,no,si
631253,no,no,no,no,no,no,no,no,no,no,no,no
631254,no,no,no,no,no,no,no,no,no,no,no,no
631255,no,no,no,si,si,no,no,no,no,no,no,si
631256,no,no,no,si,si,no,no,no,no,no,no,no
631257,no,no,no,no,no,no,no,no,no,no,no,no
631258,no,no,no,no,no,no,no,no,no,no,no,no
631259,no,no,no,si,si,no,no,no,no,no,no,no
631260,no,no,si,no,si,no,no,no,no,no,no,si
631261,no,no,no,si,si,no,no,no,no,no,no,no
631262,no,no,no,no,si,no,no,no,no,no,no,si
631263,no,no,no,no,si,no,no,no,no,no,no,no
631264,no,no,no,no,si,no,no,no,no,no,no,no
631265,no,no,no,no,no,no,no,no,no,no,no,si
631266,no,no,si,si,si,no,no,no,no,no,no,si
631267,no,no,no,no,no,no,no,no,no,no,no,no
631268,no,no,no,no,no,no,no,no,no,no,no,si
631269,no,no,no,no,no,no,no,no,no,no,no,no
631270,no,no,no,no,si,no,no,no,no,no,no,si
631271,no,si,si,no,si,si,no,no,no,no,no,si
631272,no,no,no,si,si,no,no,no,no,no,no,no
631273,no,no,si,si,si,no,no,no,no,no,no,si
631274,no,no,no,si,si,no,no,no,no,no,no,si
631275,no,no,no,no,no,no,no,no,no,no,no,no
631276,no,no,no,no,si,no,no,no,no,no,no,si
631277,no,no,no,si,si,no,no,no,no,no,no,no
631278,no,no,no,no,no,no,no,no,no,no,no,si
631279,no,no,no,si,si,no,no,no,no,no,no,si
631280,no,no,no,no,no,no,no,no,no,no,no,no
631281,no,no,no,si,si,no,no,no,no,no,no,si
631282,no,no,no,no,si,no,no,no,si,no,no,si
631283,no,no,no,no,no,no,no,no,no,no,no,no
631284,no,no,no,no,no,no,no,no,no,no,no,no
631285,no,no,no,si,si,no,no,no,si,no,no,si
631286,no,no,no,no,si,no,no,no,no,no,no,no
631287,no,no,no,no,no,no,no,no,no,no,no,si
631288,no,no,no,si,si,no,no,no,no,no,no,si
631289,no,no,no,no,no,no,no,no,no,no,no,no
631290,no,no,no,no,no,no,no,no,no,no,no,no
631291,no,no,no,si,si,no,no,no,no,no,no,si
631294,si,no,no,no,si,no,no,no,no,no,no,no
631295,no,no,no,si,si,no,no,no,no,no,no,no
631296,no,si,no,si,si,no,no,no,no,no,no,no
631297,no,no,no,si,si,no,no,no,no,no,no,si
631298,no,no,no,si,si,no,no,no,no,no,no,si
631299,no,no,no,si,si,no,no,no,no,no,no,si
631300,no,si,no,si,si,no,no,no,no,no,no,si
631301,no,no,no,no,si,no,no,no,no,no,no,si
631303,no,no,no,no,no,no,no,no,no,no,no,si
631304,no,no,no,no,si,no,no,no,no,no,no,si
631305,no,no,no,no,no,no,no,no,no,no,no,si
631306,no,no,no,no,no,no,no,no,no,no,no,no
631307,no,no,no,no,no,no,no,no,no,no,no,si
631308,no,no,no,no,no,no,no,no,no,no,no,si
631309,no,no,no,no,no,no,no,no,no,no,no,si
631310,no,no,no,no,no,no,no,no,no,no,no,si
631311,no,no,no,no,no,no,no,no,no,no,no,si
631312,no,no,no,no,no,no,no,no,no,no,no,si
631313,no,no,no,no,no,no,no,no,no,no,no,si
631314,si,no,no,si,si,no,no,si,no,no,no,si
631315,no,no,no,si,si,no,no,no,si,si,no,si
631316,no,no,no,no,si,no,no,no,no,no,no,no
631317,si,si,si,si,si,si,si,si,si,si,no,si
631318,no,no,no,no,no,no,no,no,no,no,no,no
631319,no,no,si,si,si,si,no,si,si,si,no,si
631320,no,no,no,si,si,no,no,no,no,no,no,si
631321,no,no,no,no,no,no,no,no,no,no,no,no
631322,no,no,no,si,si,no,no,no,no,no,no,no
631323,no,no,no,no,no,no,no,no,no,no,no,no
631324,no,no,no,no,no,no,no,no,no,no,no,no
631325,no,no,no,no,si,no,no,no,no,no,no,no
631326,no,no,no,si,si,no,no,no,no,no,no,si
631327,no,no,no,no,no,no,no,no,no,no,no,si
631328,no,no,no,no,si,no,no,no,no,no,no,no
631329,no,no,no,no,no,no,no,no,no,no,no,no
631330,no,no,no,si,si,no,no,si,no,no,no,si
631331,no,no,no,si,si,no,no,no,no,si,no,si
631332,no,no,no,si,si,no,no,si,si,si,no,si
631333,no,no,si,si,si,no,no,si,si,si,no,si
631334,no,no,no,si,si,no,no,no,si,no,no,si
631335,si,no,no,si,si,no,no,no,si,no,no,si
631336,no,no,no,no,si,no,no,no,no,no,no,si
631337,no,no,no,si,si,no,no,no,no,si,no,si
631338,no,no,no,si,si,no,no,no,no,si,no,si
631339,no,no,si,si,si,no,no,no,no,si,no,si
631340,no,no,no,si,no,no,no,no,no,si,no,si
631341,no,no,no,no,no,no,no,no,no,no,no,si
631342,no,no,no,no,no,no,no,no,no,no,no,no
631343,no,no,no,no,no,no,no,no,no,no,no,si
631344,no,no,no,no,si,no,no,no,no,no,no,si
631345,no,no,no,no,no,no,no,no,no,no,no,si
631346,no,no,no,no,no,no,no,no,no,no,no,si
631347,no,no,no,no,si,no,no,no,no,no,no,si
631348,no,no,no,no,si,no,no,no,no,no,no,si
631349,no,no,no,no,si,no,no,no,no,no,no,si
631350,no,no,no,si,no,no,no,no,no,no,no,si
631351,no,no,no,no,no,no,no,no,no,no,no,no
631352,no,no,no,si,no,no,no,no,no,no,no,no
631353,no,no,no,si,si,no,no,no,no,no,no,no
631354,no,no,no,si,si,no,no,no,no,no,no,no
631355,no,no,no,si,si,no,si,no,no,no,no,si
631356,no,no,no,si,si,no,no,no,no,no,no,si
631357,no,no,no,si,si,no,no,no,no,no,no,si
631358,no,no,no,si,si,no,no,no,no,no,no,no
631359,no,no,no,no,no,no,no,no,no,no,no,no
631360,si,no,no,no,no,no,no,no,no,no,no,si
631361,no,no,no,no,no,no,no,no,no,no,no,si
631362,no,no,si,si,si,no,no,no,si,no,no,si
631363,no,no,no,no,si,no,no,no,no,no,no,si
631364,no,no,no,no,no,no,no,no,no,no,no,si
631365,no,no,no,si,si,no,no,no,no,no,no,no
631366,no,no,no,si,no,no,no,no,no,no,no,si
631367,no,no,no,si,no,no,no,no,no,no,no,si
631368,no,no,no,si,no,no,no,no,no,no,no,si
631369,no,no,no,no,no,no,no,no,no,no,no,si
631370,no,no,no,no,no,no,no,no,no,si,no,no
631371,no,no,no,si,si,no,no,no,si,si,no,si
631372,no,no,no,si,si,no,no,no,no,no,no,si
631375,no,no,no,no,no,no,no,no,no,no,no,si
631376,si,si,no,si,si,no,no,no,si,si,no,si
631377,si,no,no,si,si,no,no,no,si,si,no,si
631379,si,no,no,si,si,no,no,no,si,si,no,si
631380,si,si,si,si,si,no,no,no,si,si,no,si
631381,si,si,si,si,si,si,no,no,si,si,no,si
631382,si,no,no,si,si,si,no,no,si,si,no,si
631384,no,no,no,si,si,no,no,no,si,si,no,si
631385,no,no,no,si,si,no,no,no,si,no,no,si
631388,no,no,no,no,no,no,no,no,no,no,no,no
631389,no,no,no,no,si,no,no,no,no,no,no,no
631390,si,no,no,si,si,no,no,no,si,si,no,si
631391,no,no,no,no,no,no,no,no,no,no,no,si
631392,no,no,no,no,no,no,no,no,no,si,no,si
631393,no,no,no,si,si,si,no,no,si,si,no,si
631394,no,no,no,no,no,no,no,no,no,no,no,si
631395,no,no,si,si,si,no,no,no,no,no,no,si
631396,si,si,no,si,si,no,no,no,si,si,no,si
631397,si,no,si,si,si,no,no,no,si,si,no,si
631398,no,no,no,si,no,no,no,no,no,si,no,si
631399,no,no,no,no,no,no,no,no,no,no,no,no
631400,si,no,no,si,si,no,no,no,si,si,no,si
631401,si,si,no,si,si,no,no,no,si,si,no,si
631402,si,no,no,no,si,no,no,si,si,si,no,si
631403,no,no,no,no,no,no,no,no,no,no,no,no
631404,no,no,no,no,no,no,no,no,no,no,no,si
631405,si,no,no,si,si,no,no,no,si,si,no,si
631406,no,no,no,no,no,no,no,no,no,no,no,no
631407,no,no,si,no,no,no,no,no,no,si,no,si
631408,no,no,no,no,si,no,no,no,no,no,no,no
631409,no,no,no,si,si,no,no,no,no,si,no,si
631410,no,no,no,no,si,no,no,no,no,no,no,si
631411,no,no,no,si,no,no,no,no,si,si,no,si
631412,no,no,no,si,si,no,no,no,si,si,no,si
631413,no,no,no,si,si,si,no,no,no,si,no,si
631414,si,no,no,si,no,no,no,no,si,si,no,si
631415,no,no,no,no,no,no,no,no,no,no,no,si
631416,no,no,no,no,no,no,no,no,no,no,no,si
631417,no,no,no,no,no,no,no,no,no,no,no,si
631418,no,no,no,no,no,no,no,no,no,no,no,si
631419,no,no,no,no,no,no,no,no,no,no,no,si
631420,no,no,no,no,no,no,no,no,no,no,no,no
631421,no,no,no,no,no,no,no,no,no,no,no,si
631422,no,no,no,si,si,no,no,no,no,no,no,si
631423,no,no,no,no,no,no,no,no,no,no,no,no
631424,no,no,no,no,si,no,no,no,no,no,no,no
631425,no,no,no,no,no,no,no,no,no,no,no,si
631426,no,no,no,no,no,no,no,no,si,no,no,si
631427,no,no,si,si,si,si,no,no,si,no,no,si
631428,si,no,si,no,no,no,no,no,no,no,no,si
631429,si,no,no,no,no,no,no,no,no,no,no,si
631430,no,no,no,no,no,no,no,no,si,si,no,si
631431,no,no,si,si,no,no,no,no,no,no,no,si
631432,no,no,si,si,no,no,no,no,si,si,no,si
631433,si,no,no,no,si,si,no,no,no,no,no,no
631436,si,no,si,si,no,no,no,no,si,no,no,si
631437,no,no,no,no,no,no,no,no,no,no,no,no
631438,no,no,no,no,no,no,no,no,no,no,no,si
631439,no,no,si,si,no,si,no,no,si,si,no,si
631440,no,no,no,si,si,no,no,no,si,si,no,si
631441,no,no,no,si,no,no,no,no,si,si,no,si
631442,no,no,no,no,no,no,no,no,no,no,no,si
631443,no,si,no,no,si,si,no,no,no,no,no,si
631444,no,no,no,no,no,no,no,no,no,no,no,si
631445,no,no,no,si,no,no,no,no,no,si,no,si
631446,no,no,no,no,no,no,no,no,si,si,no,si
631447,no,no,no,si,no,no,no,no,no,si,no,si
631448,no,no,no,si,si,no,no,no,si,si,no,si
631449,si,si,si,si,si,no,no,no,no,no,no,si
631450,no,no,no,no,no,no,no,no,no,no,no,no
631451,no,no,no,no,no,no,no,no,no,no,no,no
631452,no,no,no,no,si,no,no,no,no,no,no,si
631453,no,no,si,si,si,no,no,no,si,si,no,si
631454,no,no,no,si,no,no,no,no,no,no,no,si
631455,no,no,no,si,si,no,no,no,no,no,no,si
631456,no,no,no,si,si,no,no,no,si,no,no,si
631457,no,no,no,si,si,no,no,no,no,no,no,si
631458,no,si,si,si,si,no,no,no,si,si,no,si
631459,no,si,si,si,si,no,no,no,no,si,no,si
631460,no,no,no,si,si,no,no,no,no,no,no,si
631461,si,si,si,si,si,no,no,no,no,no,no,si
631462,no,no,no,no,no,no,no,no,no,no,no,si
631463,no,no,no,no,no,no,no,no,no,no,no,si
631465,no,no,no,no,no,no,no,no,no,si,no,si
631466,no,no,no,no,no,no,no,no,no,si,no,si
631467,no,no,no,no,no,no,no,no,no,si,no,no
631468,si,no,si,si,si,no,no,no,si,si,no,si
631469,no,no,si,si,no,no,no,no,no,si,no,si
631470,no,no,no,si,si,no,no,no,no,si,no,si
631471,si,si,si,si,si,no,no,no,no,si,no,si
631472,no,no,si,no,no,no,no,no,no,si,no,si
631473,si,si,si,si,si,no,no,no,no,no,no,si
631474,si,no,si,si,si,si,no,no,no,si,no,si
631475,si,si,no,si,si,no,no,no,no,si,no,si
631476,si,no,no,no,no,no,no,no,no,si,no,si
631477,si,no,no,no,no,no,no,no,no,no,no,si
631478,si,no,si,si,si,no,no,no,no,si,no,si
631479,no,no,no,si,si,no,no,no,no,no,no,si
631480,no,no,no,no,no,no,no,no,no,no,no,no
631481,no,no,no,si,no,no,no,no,no,no,no,no
631482,no,no,no,no,no,no,no,no,no,no,no,no
631483,no,no,no,no,no,no,no,no,no,no,no,si
631484,no,no,no,no,no,no,no,no,no,no,no,no
631485,no,no,no,si,si,si,no,no,no,no,no,si
631486,no,no,no,si,si,no,no,no,no,no,no,no
631487,no,no,no,no,no,no,no,no,no,no,no,si
631488,no,no,no,no,no,no,no,no,no,no,no,si
631489,no,no,no,no,no,no,no,no,no,no,no,no
631490,no,no,no,no,no,no,no,no,no,no,no,no
631491,no,no,no,no,no,no,no,no,no,no,no,si
631492,no,no,no,no,no,no,no,no,no,no,no,si
631493,no,no,no,no,no,no,no,no,no,no,no,no
631494,no,no,no,no,no,no,no,no,no,no,no,si
631495,no,no,no,no,no,no,no,no,no,no,no,si
631496,no,no,no,no,no,no,no,no,no,no,no,si
631497,no,no,si,si,si,no,no,no,no,no,no,si
631498,si,si,si,si,si,no,no,no,no,no,no,si
631499,no,no,no,no,si,no,no,no,no,no,no,no
631500,no,si,no,si,si,no,no,si,no,no,no,si
631502,no,no,si,si,si,no,no,no,no,no,no,si
631503,no,no,no,no,si,no,no,no,no,no,no,si
631504,no,no,no,si,si,si,no,no,no,si,no,si
631505,no,no,no,si,si,no,no,no,no,no,no,si
631506,no,no,no,si,si,no,no,no,no,no,no,no
631507,si,no,si,si,si,si,no,no,no,si,no,si
631508,no,no,no,si,si,si,no,no,no,no,no,no
631509,si,no,no,si,si,si,no,no,no,si,no,si
631510,si,no,si,si,no,no,no,no,no,no,no,si
631511,no,no,no,si,si,no,no,no,no,no,no,si
631512,si,no,no,si,si,no,no,no,si,si,no,si
631513,si,no,si,si,si,no,no,no,si,si,no,si
631514,si,no,si,si,si,no,no,si,si,si,no,si
631515,si,no,si,si,si,no,no,no,si,si,no,si
631516,si,no,no,si,no,no,no,no,si,si,no,si
631517,si,si,si,si,si,si,no,no,no,no,no,si
631518,no,no,no,no,no,no,no,no,no,no,no,no
631519,no,no,no,no,no,no,no,no,no,no,no,no
631520,si,si,si,si,si,no,no,no,no,si,no,si
631521,no,no,no,no,no,no,no,no,no,no,no,no
631522,no,no,no,no,no,no,no,no,no,no,no,no
631523,no,no,no,no,no,no,no,no,no,no,no,no
631524,no,no,no,no,no,no,no,no,no,no,no,no
631525,no,no,no,no,no,no,no,no,no,no,no,no
631526,si,no,si,si,si,no,no,no,si,si,no,si
631527,si,no,si,si,si,no,no,no,si,si,no,si
631528,no,no,no,no,no,no,no,no,no,no,no,no
631529,no,no,no,no,no,no,no,no,no,no,no,no
631530,no,no,no,no,si,no,no,no,no,no,no,si
631532,no,no,no,no,no,no,no,no,no,no,no,no
631533,no,no,no,no,no,no,no,no,no,no,no,no
631534,si,no,no,si,si,no,no,no,si,si,no,si
631535,no,no,no,no,no,no,no,no,no,no,no,no
631536,no,no,no,no,no,no,no,no,no,no,no,si
631537,no,no,no,si,si,no,no,no,no,no,no,si
631538,no,no,no,si,si,no,no,no,no,no,no,si
631539,si,no,no,si,si,no,no,no,no,no,no,si
631540,no,no,no,si,si,no,no,no,si,si,no,si
631541,no,no,no,si,si,no,no,no,no,no,no,si
631542,no,no,no,si,si,si,no,no,no,si,no,si
631543,no,no,no,si,si,si,no,no,no,no,no,si
631544,no,no,no,no,no,no,no,no,no,no,no,no
631545,no,no,no,no,no,no,no,no,no,no,no,no
631546,si,no,si,si,si,si,no,no,si,si,no,si
631547,no,no,no,no,no,no,no,no,no,no,no,si
631548,no,no,no,si,si,no,no,no,no,si,no,si
631549,no,no,no,si,no,no,no,no,no,si,no,si
631550,no,no,si,no,no,no,no,no,no,no,no,si
631551,si,no,no,no,si,no,no,no,si,no,no,si
631552,no,no,no,no,si,no,no,no,no,no,no,si
631553,si,si,si,si,si,no,no,no,no,no,no,si
631554,no,no,si,si,si,no,no,no,no,no,no,si
631555,no,no,si,si,si,no,no,no,no,si,no,si
631556,no,no,si,si,si,no,no,no,si,si,no,si
631557,no,no,no,no,no,no,no,no,no,si,no,si
631558,si,no,si,si,si,no,no,no,si,si,no,si
631559,no,no,no,si,si,no,no,no,no,no,no,si
631560,si,si,si,si,si,no,no,no,no,no,no,si
631561,no,no,no,si,si,no,no,no,no,no,no,si
631562,no,no,no,no,no,no,no,no,no,no,no,no
631563,no,si,si,si,si,no,no,no,no,no,no,si
631564,no,no,no,si,si,no,no,no,no,no,no,no
631565,no,no,no,si,si,no,no,no,no,no,no,no
631566,si,no,si,si,si,no,no,no,si,si,no,si
631567,no,no,no,si,si,no,no,no,no,si,no,si
631568,no,no,si,si,si,no,no,no,si,si,no,si
631569,no,no,no,si,si,no,no,no,no,no,no,si
631570,no,no,si,si,si,no,no,no,no,no,no,si
631571,no,no,no,si,si,no,no,no,no,si,no,si
631572,no,no,si,si,si,no,no,no,si,si,no,si
631573,no,no,no,si,si,no,no,no,no,no,no,si
631574,no,no,si,si,si,no,no,no,no,si,no,si
631575,no,no,no,si,si,no,no,no,no,no,no,si
631576,si,si,si,si,si,no,no,no,si,si,no,si
631577,no,no,no,si,si,no,no,no,no,no,no,si
631578,no,no,no,no,no,no,no,no,no,no,no,no
631579,no,no,no,si,si,no,no,no,no,si,no,si
631580,no,no,no,no,no,no,no,no,no,no,no,no
631581,no,no,no,si,si,no,no,no,no,no,no,si
631582,no,no,no,no,no,no,no,no,no,no,no,no
631583,no,no,no,no,no,no,no,no,no,no,no,no
631583,no,no,no,no,no,no,no,no,no,no,no,no
631584,no,no,no,no,no,no,no,no,no,no,no,no
631585,si,no,no,si,si,no,no,no,si,si,no,si
631586,no,no,no,no,no,no,no,no,no,no,no,si
631587,no,no,no,no,no,no,no,no,no,no,no,no
631588,si,no,no,si,si,no,no,no,si,si,no,si
631589,no,no,no,no,no,no,no,no,no,no,no,no
631590,no,no,no,no,no,no,no,no,no,no,no,no
631591,no,si,no,si,si,no,no,no,si,si,no,si
631592,no,no,no,no,no,no,no,no,no,no,no,no
631593,no,no,no,no,no,no,no,no,no,no,no,no
631594,no,no,no,si,si,no,no,no,si,si,no,no
631595,no,no,no,no,no,no,no,no,no,no,no,no
631596,no,no,no,si,si,si,no,no,si,si,no,si
631597,no,no,no,no,no,no,no,no,no,no,no,no
631598,no,no,no,no,no,no,no,no,no,no,no,no
631599,si,no,no,si,si,si,no,no,no,si,no,si
631600,no,no,no,si,si,no,no,no,no,no,no,si
631601,no,no,no,si,no,no,no,no,no,no,no,no
631602,no,no,si,si,no,no,no,no,no,si,no,si
631603,si,si,si,si,no,no,no,no,no,si,no,si
631604,no,si,no,no,no,no,no,no,no,no,no,no
631605,no,no,no,no,no,no,no,no,no,no,no,no
631606,no,no,no,no,no,no,no,no,no,no,no,no
631607,no,no,no,no,si,no,no,no,no,no,no,no
631608,no,no,no,no,no,no,no,no,no,no,no,no
631609,no,no,no,si,si,si,no,no,no,si,no,si
631610,no,no,no,si,si,si,no,no,no,si,no,si
631611,no,no,no,no,no,no,no,no,no,no,no,no
631612,no,no,no,no,no,no,no,no,no,no,no,no
631613,si,no,no,si,si,no,no,no,si,si,no,si
631614,si,no,no,si,si,no,no,no,no,no,no,si
631615,no,no,no,si,no,no,no,no,no,no,no,no
631616,no,no,no,si,si,no,no,no,no,no,no,si
631617,no,no,no,si,si,no,no,no,no,no,no,si
631618,no,no,no,si,si,no,no,no,no,no,no,si
631619,no,no,no,no,no,no,no,no,no,no,no,no
631620,no,no,no,si,si,no,no,no,no,no,no,si
631621,no,no,si,si,si,si,no,no,si,si,no,si
631622,no,no,no,no,no,no,no,no,no,no,no,no
631623,si,no,no,si,si,si,no,no,no,no,no,si
631624,no,no,si,si,si,no,no,no,no,no,no,si
631625,no,no,no,si,si,no,no,no,no,no,no,no
631626,no,no,si,si,si,no,no,no,no,no,no,no
631627,no,no,no,si,si,si,no,no,no,si,no,si
631628,no,no,no,si,si,si,no,no,no,no,no,si
631629,no,no,no,si,si,si,no,no,no,no,no,si
631630,no,no,no,no,si,si,no,no,no,no,no,si
631631,no,no,no,si,si,si,no,no,si,si,no,si
631632,si,no,no,si,si,si,no,no,si,si,no,si
631633,si,no,no,si,si,no,no,no,si,si,no,si
631634,si,no,no,si,si,no,no,no,si,si,no,si
631635,no,no,no,no,no,no,no,no,no,no,no,si
631636,si,no,no,si,no,no,no,no,si,no,no,si
631637,si,no,no,si,no,no,no,si,si,no,no,si
631638,si,no,no,si,no,no,no,no,no,no,no,si
631639,no,no,no,si,no,no,no,si,no,si,no,si
631640,no,no,no,si,no,no,no,no,no,si,no,si
631641,no,no,no,no,no,no,no,no,no,no,no,no
631642,no,no,no,no,no,no,no,no,no,no,no,si
631643,no,no,no,no,no,no,no,no,no,no,no,si
631644,si,no,no,si,si,si,no,no,si,si,no,si
631645,si,no,no,si,no,no,no,no,no,no,no,si
631646,no,no,no,si,no,no,no,no,no,no,no,si
631647,no,no,no,si,no,no,no,no,no,no,no,no
631648,no,no,no,si,si,no,no,no,no,no,no,si
631649,no,no,no,si,si,no,no,no,no,si,no,no
631650,no,no,no,si,si,no,no,no,si,no,no,si
631651,no,no,no,si,no,no,no,no,no,no,no,si
631652,no,no,no,si,si,no,no,no,no,si,no,si
631653,no,no,no,si,si,no,no,no,si,si,no,si
631654,no,no,no,si,si,no,no,no,si,si,no,si
631655,no,no,no,si,si,no,no,no,no,no,no,si
631656,no,no,no,no,no,no,no,no,no,no,no,si
631657,no,no,no,si,si,no,no,no,no,si,no,si
631658,no,no,no,si,si,no,no,no,no,si,no,si
631659,no,no,no,si,no,no,no,no,no,si,no,si
631660,no,no,no,no,no,no,no,no,no,no,no,si
631661,si,no,no,si,no,no,no,no,si,si,no,si
631662,no,no,no,si,no,no,no,no,no,no,no,si
631663,no,no,no,no,si,no,no,no,no,no,no,no
631664,no,no,no,si,no,no,no,no,no,no,no,si
631665,no,no,si,si,si,si,no,no,si,si,no,si
631666,si,no,si,si,si,no,no,no,si,si,no,si
631667,no,no,no,no,no,no,no,no,no,no,no,si
631668,si,no,si,si,si,no,no,no,no,no,no,si
631669,no,no,no,si,no,no,no,no,no,si,no,si
631670,si,no,si,si,si,no,no,no,no,no,no,si
631671,no,no,no,si,si,si,no,no,no,no,no,si
631672,no,no,no,no,si,no,no,no,no,no,no,si
631673,no,no,no,si,si,no,no,no,no,no,no,si
631674,no,no,no,no,no,no,no,no,no,no,no,no
631675,no,no,no,si,si,no,no,no,no,no,no,si
631676,no,no,no,si,no,no,no,no,no,no,no,no
631677,no,no,no,si,si,no,no,no,no,no,no,si
631678,no,no,no,si,si,no,no,no,no,si,no,no
631679,no,no,no,si,si,no,no,no,no,no,no,si
631680,no,no,no,si,si,no,no,no,no,no,no,si
631681,no,no,no,si,si,no,no,no,no,no,no,si
631682,no,no,no,no,no,no,no,no,no,si,no,si
631683,no,no,no,si,si,no,no,no,no,no,no,si
631684,no,no,no,no,no,no,no,no,no,no,no,si
631685,no,no,no,no,no,si,no,no,no,no,no,no
631686,no,no,no,no,no,no,no,no,no,no,no,si
631687,no,no,no,no,no,no,no,no,no,no,no,no
631688,no,si,si,si,no,si,no,no,no,si,no,si
631689,no,no,no,no,no,no,no,no,no,no,no,si
631690,no,no,no,no,no,no,no,no,no,no,no,no
631691,no,no,no,no,no,no,no,no,no,no,no,si
631692,no,no,no,no,no,no,no,no,no,no,no,no
631693,no,no,no,no,no,no,no,no,no,no,no,no
631694,no,no,no,no,no,no,no,no,no,no,no,si
631695,no,no,no,no,no,no,no,no,no,no,no,no
631696,no,no,no,no,no,no,no,no,no,no,no,no
631697,no,no,no,no,no,no,no,no,no,no,no,no
631698,no,no,no,si,si,no,no,no,si,si,no,si
631699,no,no,no,si,si,no,no,no,no,no,no,si
631700,no,no,no,si,si,no,no,no,si,si,no,si
631701,no,no,si,si,si,no,no,no,si,si,no,si
631702,no,no,no,si,si,no,no,no,no,si,no,si
631703,no,no,no,si,si,si,no,no,si,si,no,si
631704,si,no,si,si,si,si,no,no,si,si,no,si
631705,no,no,no,no,si,no,no,no,si,no,no,si
631706,si,no,no,si,si,si,no,no,no,no,no,si
631707,no,no,no,no,si,no,no,no,no,no,no,si
631708,no,no,si,si,si,no,no,si,no,si,no,si
631709,no,no,no,si,si,no,no,no,si,no,no,si
631710,no,no,no,si,si,no,no,no,si,no,no,si
631711,no,no,no,si,si,no,no,no,si,no,no,si
631712,no,no,si,si,si,si,no,no,no,si,no,si
631713,si,no,no,si,si,no,no,no,si,no,no,si
631714,no,no,no,no,no,no,no,no,si,si,no,si
631715,no,no,no,si,si,no,no,no,no,si,no,si
631716,no,no,no,si,si,no,no,no,no,si,no,si
631717,no,no,si,no,no,si,no,no,si,no,no,si
631718,no,no,no,no,no,no,no,no,no,no,no,no
631719,no,no,no,si,si,no,no,no,no,no,no,si
631720,no,no,si,si,si,si,no,no,si,si,no,si
631721,no,no,no,si,si,no,no,no,no,no,no,si
631722,no,no,no,no,no,no,no,no,no,no,no,si
631723,no,no,no,no,no,no,no,no,no,no,no,si
631724,no,no,si,si,si,no,no,no,si,si,no,si
631725,si,si,si,si,si,no,no,no,si,si,no,si
631726,no,no,no,si,si,no,no,no,si,si,no,si
631727,no,no,no,si,si,si,no,no,si,si,no,si
631728,no,no,no,si,si,si,no,no,si,si,no,si
631729,no,no,si,si,si,no,no,no,si,si,no,si
631730,no,no,si,si,si,no,no,no,no,no,no,si
631731,no,no,no,no,no,no,no,no,no,no,no,si
631732,no,no,si,si,si,no,no,no,no,no,no,si
631733,no,no,no,si,si,no,no,no,si,no,no,si
631734,si,no,no,si,si,no,no,no,no,no,no,si
631735,no,no,no,no,no,no,no,no,no,no,no,no
631736,no,no,no,no,no,no,no,no,no,no,no,no
631737,no,no,no,si,si,no,no,no,si,si,no,si
631738,no,no,no,si,si,si,no,no,si,no,no,si
631739,no,no,no,no,si,si,no,no,si,si,no,si
631740,no,no,no,no,no,si,no,no,si,no,no,si
631741,no,no,no,no,no,no,no,no,no,no,no,no
631742,no,no,si,si,si,no,no,no,si,si,no,no
631742,no,no,no,no,no,no,no,no,no,no,no,no
631743,no,no,no,si,si,si,no,no,no,no,no,si
631744,no,no,no,si,si,no,no,no,no,no,no,si
631745,si,no,si,si,si,si,no,no,si,si,no,si
631746,no,no,no,no,no,no,no,no,no,no,no,no
631747,no,no,no,si,si,si,no,no,si,no,no,no
631748,no,no,no,si,no,no,no,no,no,no,no,si
631749,no,no,no,no,no,no,no,no,no,no,no,si
631750,no,no,no,no,no,no,no,no,no,no,no,no
631751,no,no,no,si,si,no,no,no,no,no,no,no
631752,no,no,no,no,no,no,no,no,no,no,no,si
631753,no,no,no,si,si,no,no,no,no,no,no,si
631754,no,no,si,si,si,si,no,no,no,no,no,si
631755,no,no,no,no,si,no,no,no,no,no,no,si
631756,no,no,no,si,no,no,no,no,no,no,no,si
631757,no,no,no,no,no,no,no,no,no,no,no,si
631758,no,no,no,no,no,no,no,no,no,no,no,si
631759,no,no,no,si,si,no,no,no,no,no,no,si
631760,no,no,no,no,no,no,no,no,no,no,no,si
631761,no,no,no,no,no,no,no,no,no,no,no,no
631762,no,si,no,si,si,no,no,no,si,si,no,si
631763,no,no,no,no,no,no,no,no,no,no,no,si
631764,no,no,no,si,si,no,no,si,no,si,no,si
631765,si,no,si,si,si,si,no,no,si,si,no,si
631766,no,no,no,si,si,no,no,no,no,si,no,si
631767,no,no,no,no,no,no,no,no,no,no,no,no
631768,no,no,no,no,si,si,no,no,no,no,no,si
631769,no,no,no,si,si,no,no,no,no,no,no,si
631770,no,si,si,si,si,si,no,si,no,no,no,si
631771,no,no,si,si,si,no,no,no,si,no,no,si
631772,no,no,si,si,si,no,no,no,no,no,no,si
631773,no,no,no,no,no,no,no,no,no,no,no,no
631774,no,no,no,si,si,no,no,no,no,no,no,no
631775,si,no,no,si,si,no,no,no,no,no,no,si
631776,no,no,no,si,si,no,no,no,no,no,no,si
