DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P1182S1;P1182S2;P1182S3;P1181S1;P1181S2;P3317S1;P3317S2;P3317S3;P3318;P1612S1;P1611S1;P1772;P3319S1;P3319S2;P3320;P3321;P3119;P3121;P3122S1;P3122S2;P3122S3;P3122S4;P3123;P3124;P3125S1;P3125S2;P3125S3;P3125S4;P3125S5;P3125S6;P3126;P3322;P3127;P3128S1;P3128S2;P3128S3;P3128S4;P3128S5;P3128S6;P3128S7;P3128S8;P3129;P3323S1;P3323S2;P3323S3;P3323S4;P3323S5;P3323S6;P3324S1;P3324S2;P3324S3;P3324S4;P3325S1;P3325S2;P3325S3;P3325S4;P3326S1;P3326S2;P3326S3;P3326S4;P3326S5;P3326S6;P3326S7;P3326S8;P3326S9;P3327S1;P3327S2;P3327S3
629560;237;2;1;2;242.32251979;1;1;1;1;1;1;1;1;;;2;2;9;9;9;4;5;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;1;;;;;;;;;1;;;;;2;2;2;2;2;2;3;2;2;4;4;4
629560;237;3;1;3;242.32251979;1;2;1;2;1;1;1;2;;;1;2;9;9;9;4;4;2;;;;;;;;;;;;;;2;4;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;3;3;2;2;4;4;4
629561;237;1;1;1;340.61648708;1;1;1;2;2;1;1;2;;;2;2;9;9;9;4;4;2;;;;;;;;;;;;;;2;4;;;;;;;;2;;1;;;1;;;;;;1;;;;;2;2;2;2;2;3;3;2;2;4;4;4
629561;237;2;1;2;340.61648708;1;2;1;2;2;2;2;2;;;2;2;9;9;9;3;4;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
629562;237;1;1;1;293.23586065;2;3;1;1;2;1;1;2;;;1;1;1;2;2;4;3;2;;;;;;;;;;;;;;2;4;1;;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;3;2;2;4;4;4
629562;237;2;1;2;293.23586065;2;2;2;2;2;2;2;2;;;2;1;1;2;2;3;4;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;1;;;;;;;;;1;;;;;2;2;2;2;2;3;3;2;2;4;4;4
629563;237;1;1;1;271.13083917;1;2;1;2;2;1;1;2;;;2;2;9;9;9;5;4;2;;;;;;;;;;;;;;2;4;1;;;;;;;;1;1;;;;;;;;;1;;;;;2;2;2;2;2;3;4;2;2;4;4;4
629564;237;1;1;1;202.13784901;2;2;2;2;2;1;2;2;;;2;1;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;4;2;2;4;4;4
629564;237;2;1;2;202.13784901;2;2;2;2;2;2;2;2;;;2;2;9;9;9;3;4;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;1;;;1;;;;;;1;;;;;2;2;2;2;2;2;3;2;2;4;4;4
629565;237;1;1;1;212.60424805;1;1;1;1;1;1;1;1;;;2;2;9;9;9;4;5;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;1;;;;;;;;;1;;;;;2;2;2;2;2;2;3;2;2;4;4;4
629566;237;1;1;1;212.60424805;2;2;2;3;3;2;2;2;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;3;2;2;3;3;3
629567;237;1;1;1;307.44803678;2;2;2;2;2;2;2;2;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;;;;1;;;2;1;;;1;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
629568;237;1;1;1;213.01820121;2;2;3;2;2;2;2;2;;;2;1;1;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
629568;237;2;1;2;213.01820121;2;2;2;2;2;2;2;2;;;2;2;9;9;9;3;4;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;1;;;1;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
629569;237;1;1;1;475.23183066;1;1;2;2;3;1;1;1;;;2;1;1;1;1;3;4;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;1;1;;1;;;;;;1;;;;;2;2;2;2;2;3;2;2;2;3;4;4
629569;237;2;1;2;475.23183066;1;1;2;2;2;2;2;2;;;2;1;1;1;1;4;4;2;;;;;;;;;;;;;;2;4;1;1;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
629569;237;3;1;3;475.23183066;2;2;2;3;2;2;2;2;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;;;1;;;2;1;;;1;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;3
629569;237;4;1;4;475.23183066;2;2;2;2;2;2;2;2;;;2;2;9;9;9;4;4;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;1;;;1;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
629570;237;1;1;1;164.53020026;2;2;2;2;2;2;2;2;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
629570;237;2;1;2;164.53020026;2;2;3;3;3;2;2;2;;;2;2;9;9;9;3;4;2;;;;;;;;;;;;;;2;3;1;1;;;;1;;;2;1;1;;1;;;;;;1;;;;;2;2;2;2;2;2;3;2;1;3;3;3
629571;237;1;1;1;396.00046426;2;2;3;2;2;2;2;2;2;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;1;;;;;;;;;1;;;;;3;2;2;2;2;2;3;2;3;3;3;3
629571;237;2;1;2;396.00046426;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;1;;;;;;;2;1;;;;;;;;;1;;;;;3;2;2;2;2;2;3;2;2;3;3;3
629572;237;1;1;1;387.49276947;3;2;3;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;2;;;1;;;;;;2;1;;;;;;;;;1;;;;;3;3;2;2;2;2;3;2;3;2;2;3
629572;237;2;1;2;387.49276947;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;4;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;3;3;2;2;3;3;4
629573;237;1;1;1;415.97412673;2;2;2;3;3;2;3;3;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;;;1;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;4;3;2;3;3;3;3
629573;237;2;1;2;415.97412673;2;2;3;3;3;3;3;3;2;;2;2;9;9;9;3;4;2;;;;;;;;;;;;;;1;3;1;;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;2;2;3;2;2;2
629573;237;3;1;3;415.97412673;2;2;2;3;3;3;3;3;2;;2;1;1;1;1;4;4;2;;;;;;;;;;;;;;2;4;1;;;;;1;;;2;1;1;;;;;1;;;;1;;;;2;2;2;2;2;3;2;2;3;4;4;4
629574;237;1;1;1;419.14900208;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;2;1;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;1;1;;;;;;;;1;;;;;3;3;2;2;2;2;3;2;2;3;3;3
629574;237;2;1;2;419.14900208;2;2;2;2;2;3;2;2;2;;2;2;2;9;9;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;1;;;;;;;;;1;;;;;3;2;2;2;2;2;3;3;3;3;3;3
629575;237;1;1;1;975.62832531;2;2;2;3;3;3;3;3;2;;2;2;9;9;9;4;4;2;;;;;;;;;;;;;;2;4;1;;;1;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;4;2;2;4;1;1;1
629575;237;2;1;2;975.62832531;2;1;3;3;3;3;3;3;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;4;1;;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;2;3;3;4;4;4
629576;237;1;1;1;441.18326345;2;2;3;2;2;2;2;2;2;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;2;;;1;;;;;;3;1;1;;;;;;;;1;;;;;3;3;3;2;3;3;3;3;3;2;2;2
629576;237;2;1;2;441.18326345;2;2;2;2;2;2;2;2;2;;2;2;2;2;9;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;1;;;;;;;;;1;;;;;2;2;2;2;2;2;3;2;3;3;3;3
629577;237;1;1;1;416.92044919;2;2;3;3;3;2;3;3;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;1;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;3;2;4;3;3;2;4;4;4
629577;237;2;1;2;416.92044919;2;2;2;3;3;3;3;3;2;;2;2;9;9;9;3;3;1;;;1;;3;2;1;;;;;;2;2;3;1;;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;3;2;3;3;2;3;2;1;2
629578;237;1;1;1;395.88306064;2;3;3;3;3;3;3;3;2;;2;2;9;9;9;3;3;1;;;1;;2;2;;1;;;;;2;2;3;1;;;;;;;;2;1;;;;;;;;;1;;;;;3;3;3;3;2;3;3;3;4;2;2;2
629578;237;2;1;2;395.88306064;2;2;2;3;3;3;3;3;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;2;1;;1;;;;;;2;1;;;;;;;;;1;;;;;3;3;3;2;2;3;3;3;4;2;2;2
629579;237;1;1;1;346.6114985;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;1;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
629579;237;2;1;2;346.6114985;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;;;;;;2;;;;;;2;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
629580;237;1;1;1;942.31381691;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;1;;;;;;;;;1;;;;;2;2;3;2;2;2;2;2;2;4;4;4
629580;237;2;1;2;942.31381691;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;4;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;1;;;;;;;;;1;;;;;2;2;2;2;2;3;3;2;2;4;3;3
629580;237;3;1;3;942.31381691;2;2;2;2;2;2;2;2;2;;2;2;1;2;9;3;2;2;;;;;;;;;;;;;;2;2;1;1;1;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;3;2;2;4;4;4
629581;237;1;1;1;472.5093682;1;1;1;1;2;1;1;1;2;;2;2;9;9;9;3;4;2;;;;;;;;;;;;;;2;4;;;;;;;;2;;1;;;;;;;;;1;;;;;2;2;2;2;2;4;4;2;2;4;4;4
629581;237;2;1;2;472.5093682;1;1;1;1;2;1;1;2;2;;2;2;2;2;2;5;5;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;3;2;2;2;4;4;2;2;4;4;4
629582;237;1;1;1;354.32774801;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;4;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
629582;237;2;1;2;354.32774801;1;1;1;1;2;1;1;2;2;;1;1;1;2;2;4;4;2;;;;;;;;;;;;;;2;4;;;;;;;;2;;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
629583;237;1;1;1;451.41144259;1;1;1;1;2;1;1;1;2;;2;2;2;1;9;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;1;;;;;;;;;1;;;;;2;2;2;2;2;2;4;2;2;4;4;4
629584;237;1;1;1;497.984636;2;2;3;2;2;2;2;2;2;;2;2;9;9;9;2;1;2;;;;;;;;;;;;;;2;2;;;;;;;;2;;1;;;;;;;;;1;;;;;2;2;2;2;2;3;3;2;3;2;2;2
629584;237;2;1;2;497.984636;3;2;3;2;2;2;2;2;2;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;2;;;;;;;;2;;1;;;;;;;;;1;;;;;3;2;2;2;2;3;3;2;3;3;3;3
629585;237;1;1;1;522.85575994;2;2;3;3;3;3;3;3;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;1;;;;;;;;;1;;;;;2;2;3;2;2;3;3;3;3;2;2;2
629585;237;2;1;2;522.85575994;2;2;2;3;3;3;3;3;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;1;2;1;;;;;1;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;2;3;3;3;3;3
629586;237;1;1;1;486.16766825;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;1;1;2;;;;;;;;;;;;;;2;2;;;1;;;;;;2;1;1;;;;;;;;1;;;;;4;4;3;3;3;3;3;3;3;2;2;2
629587;237;1;1;1;433.79797573;3;2;3;3;3;2;2;2;2;;2;2;2;9;9;3;2;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;1;;;;;;;;;1;;;;;2;2;2;2;2;2;3;2;3;3;2;3
629587;237;2;1;2;433.79797573;2;2;3;2;2;2;2;2;2;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;1;;;;;;;;;1;;;;;4;3;2;2;2;2;3;2;2;3;3;3
629587;237;3;1;3;433.79797573;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;3;3;3;2;2;3;3;3;3;3;2;3
629588;237;1;1;1;446.98465102;2;2;2;2;2;2;2;2;2;;2;2;2;9;9;2;2;2;;;;;;;;;;;;;;2;2;;;;;;;;2;;;;;;;2;;;;1;;;;;3;3;3;2;3;3;4;3;3;2;2;2
629588;237;2;1;2;446.98465102;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;3;3;3;3;3;3;3;3;3;3;2;3
629589;237;1;1;1;443.43974569;2;2;2;3;3;3;3;3;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;;1;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;4;3;3;3
629589;237;4;1;4;443.43974569;2;2;2;3;3;3;3;3;2;;2;2;9;9;9;2;3;2;;;;;;;;;;;;;;1;2;1;;1;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;2;3;3;3;3;3
629590;237;1;1;1;473.11351205;2;2;3;3;2;2;2;2;2;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;3;1;;1;;;;;;2;1;1;;;;;;;;1;;;;;2;2;2;2;2;2;3;2;2;3;3;3
629590;237;2;1;2;473.11351205;2;2;3;2;2;2;2;2;2;;2;2;2;2;9;3;3;2;;;;;;;;;;;;;;9;3;;;;;;1;;;2;1;1;;;;;;;;1;;;;;3;3;3;2;2;3;3;3;3;3;2;3
629591;237;1;1;1;545.04033811;2;2;3;3;3;3;3;3;2;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;3;1;;1;;;;;;2;1;;;;;;;;;1;;;;;2;3;2;2;2;3;3;3;3;3;3;3
629591;237;2;1;2;545.04033811;2;2;2;3;3;3;3;3;2;;2;2;9;9;9;2;3;2;;;;;;;;;;;;;;1;2;1;;;;1;;;;2;1;;;;;;;;;1;;;;;2;3;2;2;2;3;3;3;3;2;1;2
629591;237;3;1;3;545.04033811;2;2;2;3;3;2;3;3;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;1;3;;;;1;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;2;3;3;4;4;4
629592;237;1;1;1;286.71950819;2;2;2;2;2;2;2;2;;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;2;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;3;3;2;3;2;2
629592;237;2;1;2;286.71950819;2;2;2;2;2;2;2;2;;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;2;1;1;;;;;;;2;1;1;;;;;;;;1;;;;;2;2;3;2;2;3;3;3;2;3;3;3
629593;237;1;1;1;322.15270137;1;1;2;2;2;2;1;1;;;2;2;9;9;9;3;4;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;1;;;;;;1;;;;;2;2;2;2;2;3;2;2;2;3;3;3
629594;237;1;1;1;446.85213193;2;3;3;3;3;3;3;3;2;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;2;;;1;;;;;;2;1;;;;;;;;;1;;;;;3;3;3;2;2;3;3;3;3;2;2;2
629594;237;2;1;2;446.85213193;2;2;3;3;3;3;3;3;2;;2;2;9;9;9;2;3;1;;;1;;2;2;1;;;;;;2;2;2;1;;1;;;;;;2;1;;;;;;;;;1;;;;;3;3;3;3;2;3;3;3;3;3;3;3
629595;237;1;1;1;208.28446341;2;1;2;2;3;2;2;2;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;;;;1;;;2;1;;;1;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
629595;237;2;1;2;208.28446341;2;2;2;2;2;2;2;2;;;2;2;9;9;2;3;4;2;;;;;;;;;;;;;;2;3;1;1;;;;1;;;2;1;;;1;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
629596;237;1;1;1;322.22965697;2;2;2;2;2;2;2;2;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;;1;;;;;2;1;;;1;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
629596;237;2;1;2;322.22965697;2;2;2;2;2;2;2;2;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;1;;;1;;;;;;1;;;;;2;2;2;2;2;3;3;2;2;3;3;3
629597;237;1;1;1;437.55090143;2;2;2;2;2;2;2;2;2;;1;1;1;2;1;4;4;2;;;;;;;;;;;;;;2;4;1;;1;1;;;;;2;1;;;1;;;;;;1;;;;;2;2;1;2;2;2;2;2;2;4;4;4
629598;237;1;1;1;843.15719234;1;1;2;2;2;2;2;2;1;3;2;2;9;9;9;4;4;2;;;;;;;;;;;;;;2;4;1;1;1;1;;1;;;2;1;;;1;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
629598;237;2;1;2;843.15719234;2;2;2;2;2;2;2;2;1;3;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;1;;;2;1;;;1;;;;;;1;;;;;2;3;2;2;2;3;3;2;2;3;3;3
629599;237;1;1;1;393.64344836;1;1;1;2;2;1;1;1;1;4;2;1;1;1;1;4;4;2;;;;;;;;;;;;;;2;4;1;1;;;;;;;1;1;;;;;;;;;1;;;;;1;2;1;2;2;2;2;2;2;4;4;4
629599;237;2;1;2;393.64344836;1;1;2;2;2;2;1;1;1;3;2;2;9;9;9;4;4;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
629600;237;1;1;1;862.31593369;2;2;2;2;2;2;2;2;1;3;2;2;9;9;9;3;2;2;;;;;;;;;;;;;;2;3;1;;;;1;1;;;2;1;;;1;;;;;;1;;;;;2;3;3;2;2;4;3;3;2;3;3;3
629600;237;2;1;2;862.31593369;2;2;2;2;2;2;2;2;1;3;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;1;;;2;1;1;;1;;;;;;1;;;;;2;2;2;2;2;3;3;3;2;3;3;3
629600;237;3;1;3;862.31593369;2;2;2;2;2;2;2;2;1;3;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;1;;;2;1;;;1;;;;;;1;;;;;2;2;2;2;2;3;3;3;2;3;3;3
629601;237;1;1;1;437.55090143;1;1;2;2;2;2;1;1;1;4;2;1;1;1;1;4;5;2;;;;;;;;;;;;;;2;4;1;1;;;;;;;2;1;;;;;;;;;1;;;;;1;1;1;2;2;2;2;2;1;4;4;4
629602;237;1;1;1;1828.6255226;2;2;3;3;3;3;3;2;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;1;2;3;2;2;4;4;4
629603;237;1;1;1;913.16401437;2;2;3;2;2;2;2;2;;;2;2;9;9;2;2;2;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
629603;237;2;1;2;913.16401437;3;3;2;3;3;3;3;3;;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;2;;1;1;;;1;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;3;3;2;2;2;2
629604;237;1;1;1;1828.6255226;2;2;2;2;2;2;2;2;;;2;2;2;2;2;4;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;4;2;2;2;2;3;3;2;2;3;3;4
629605;237;1;1;1;1179.9812334;3;2;3;3;3;3;3;3;;;2;2;9;9;9;1;1;2;;;;;;;;;;;;;;2;2;;;;;;;;2;;;;;;;2;;;;1;;;;;3;2;3;3;1;2;3;3;2;4;4;4
629606;237;1;1;1;1644.9731295;2;2;3;3;3;2;2;2;;;2;1;2;1;2;2;2;2;;;;;;;;;;;;;;2;2;1;1;;;;1;;;2;1;;;;;;;;;1;;;;;3;3;3;2;2;3;3;3;2;2;2;2
629607;237;1;1;1;913.16401437;2;2;3;3;3;2;2;2;;;2;2;9;9;9;3;2;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;3;2;2;4;4;3
629607;237;2;1;2;913.16401437;2;2;3;3;3;3;3;3;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;;1;;;;;;2;;1;;;;;;;;1;;;;;2;3;2;2;2;2;3;2;2;3;4;4
629608;237;1;1;1;1829.0623434;2;2;2;2;2;2;2;2;;;2;1;2;1;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;1;;;;;;;;1;;;;;2;2;2;2;2;3;3;3;2;3;3;3
629608;237;2;1;2;1829.0623434;2;2;2;1;1;2;2;2;;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;2;1;;;;;;;;2;1;;;;;;;;;1;;;;;2;3;2;2;2;2;3;2;2;3;3;3
629609;237;1;1;1;860.39664276;2;3;2;2;3;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;1;;;;;;;;;1;;;;;3;2;2;2;2;3;3;3;2;3;4;4
629609;237;2;1;2;860.39664276;2;3;2;2;3;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;;;;1;;;;;;1;;;;;3;2;2;2;2;3;3;3;2;3;4;4
629609;237;3;1;3;860.39664276;2;3;2;2;3;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;;;;1;;;;;;1;;;;;3;2;2;2;2;3;3;4;2;3;4;4
629609;237;4;1;4;860.39664276;2;3;2;2;3;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;1;;;;;;;;;1;;;;;3;2;2;2;2;3;3;3;2;3;4;4
629610;237;1;1;1;1904.9973022;3;1;3;3;3;3;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;2;1;1;;;;;;;;1;;;;;2;2;2;2;2;4;4;3;1;3;2;3
629611;237;1;1;1;1370.9159288;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;2;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;3;1;;;;;;;;;1;;;;;3;2;3;2;2;3;3;3;2;3;3;3
629612;237;1;1;1;1874.3021665;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;4;3;2;;;;;;;;;;;;;;2;3;1;1;1;;;;;;2;1;;;;;;;;;1;;;;;3;2;2;3;2;3;4;3;2;5;5;5
629612;237;2;1;2;1874.3021665;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;4;3;2;;;;;;;;;;;;;;2;3;1;1;1;;;;;;2;1;;;;;;;;;1;;;;;3;2;2;3;2;3;4;3;2;5;5;5
629613;237;1;1;1;1083.456794;2;2;2;3;3;3;2;2;2;;2;1;1;1;2;3;3;2;;;;;;;;;;;;;;2;4;1;1;1;1;1;1;;;2;1;1;;1;;;;;;1;;;;;2;2;2;3;1;4;4;2;1;3;4;5
629613;237;2;1;2;1083.456794;2;3;2;3;3;3;2;2;2;;2;1;1;1;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;2;1;1;;1;;;;;;1;;;;;2;2;2;2;2;4;4;3;1;3;3;3
629613;237;3;1;3;1083.456794;2;3;3;3;3;3;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;;;;;2;1;;;;;;;;;1;;;;;2;2;1;1;2;4;3;1;1;3;3;4
629614;237;1;1;1;1376.8431935;1;1;1;2;2;2;2;2;2;;2;1;1;1;1;5;5;2;;;;;;;;;;;;;;2;5;1;1;1;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
629614;237;2;1;2;1376.8431935;1;1;1;2;2;2;2;2;2;;2;1;1;1;1;5;5;2;;;;;;;;;;;;;;2;5;1;1;1;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
629615;237;1;1;1;1049.664233;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
629615;237;2;1;2;1049.664233;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
629616;237;1;1;1;1079.9150177;1;2;2;3;3;2;2;2;2;;2;2;9;9;9;4;4;2;;;;;;;;;;;;;;2;4;1;1;1;1;1;1;;;2;1;1;;1;;;;;;1;;;;;1;2;1;2;2;4;3;2;1;3;3;3
629616;237;2;1;2;1079.9150177;1;2;2;3;3;2;2;2;2;;2;1;9;1;9;4;4;2;;;;;;;;;;;;;;2;4;1;1;1;1;1;1;;;2;1;1;;1;;;;;;1;;;;;1;1;1;2;2;4;4;3;1;3;2;3
629617;237;1;1;1;1276.2661605;1;3;2;3;3;2;2;2;2;;2;2;9;9;9;4;4;2;;;;;;;;;;;;;;2;4;1;1;1;1;1;1;;;2;1;1;;;;;;;;1;;;;;2;2;2;2;2;3;3;2;1;3;2;3
629617;237;2;1;2;1276.2661605;1;3;1;3;3;2;2;2;2;;2;2;9;9;2;4;4;2;;;;;;;;;;;;;;2;4;1;1;1;1;1;1;;;3;1;1;;;;;;;;1;;;;;1;1;1;2;2;4;3;1;1;3;2;4
629618;237;1;1;1;1151.4207844;2;1;3;3;3;2;2;2;;;2;2;9;9;9;3;2;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;3;2;2;3;3;3
