DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P1182S1;P1182S2;P1182S3;P1181S1;P1181S2;P3317S1;P3317S2;P3317S3;P3318;P1612S1;P1611S1;P1772;P3319S1;P3319S2;P3320;P3321;P3119;P3121;P3122S1;P3122S2;P3122S3;P3122S4;P3123;P3124;P3125S1;P3125S2;P3125S3;P3125S4;P3125S5;P3125S6;P3126;P3322;P3127;P3128S1;P3128S2;P3128S3;P3128S4;P3128S5;P3128S6;P3128S7;P3128S8;P3129;P3323S1;P3323S2;P3323S3;P3323S4;P3323S5;P3323S6;P3324S1;P3324S2;P3324S3;P3324S4;P3325S1;P3325S2;P3325S3;P3325S4;P3326S1;P3326S2;P3326S3;P3326S4;P3326S5;P3326S6;P3326S7;P3326S8;P3326S9;P3327S1;P3327S2;P3327S3
629619;237;1;1;1;1026.5778102;2;2;2;3;2;2;3;3;;;2;2;2;9;9;2;3;2;;;;;;;;;;;;;;2;2;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;1;2;3;2;2;3;4;4
629619;237;2;1;2;1026.5778102;1;1;2;2;2;2;2;2;;;2;2;9;9;9;3;4;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
629619;237;3;1;3;1026.5778102;1;2;3;3;3;3;3;3;;;2;2;2;9;9;2;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;1;2;2;2;2;2;3;2;2;4;4;4
629619;237;4;1;4;1026.5778102;2;2;2;2;2;2;2;2;;;2;2;2;2;2;3;2;2;;;;;;;;;;;;;;1;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;3;2;2;1;2;3;1;2;4;4;4
629620;237;1;1;1;929.57832031;2;2;3;2;2;2;2;2;;;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;1;;;;;;;;1;;;;;2;2;2;2;2;3;3;3;2;3;3;3
629620;237;2;1;2;929.57832031;2;3;3;2;2;2;2;2;;;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;1;;;;;;;;;1;;;;;2;2;2;2;2;2;3;3;2;3;3;3
629620;237;3;1;3;929.57832031;2;2;2;2;2;2;2;2;;;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;1;;;;;;;;1;;;;;2;2;2;2;2;3;3;3;2;3;3;3
629621;237;1;1;1;675.80743365;1;1;3;3;3;2;3;2;;;2;1;2;1;9;5;3;2;;;;;;;;;;;;;;1;4;;;;;;;;2;;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
629622;237;1;1;1;677.12327107;2;2;2;2;2;2;2;2;;;2;1;2;1;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;1;;;;;;;;1;;;;;2;2;2;2;2;3;3;3;2;3;3;3
629622;237;2;1;2;677.12327107;1;1;3;2;2;2;3;3;;;2;2;9;9;2;5;5;2;;;;;;;;;;;;;;2;5;1;;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;3;2;2;5;5;5
629623;237;1;1;1;1256.8536978;2;2;3;2;2;2;2;2;;;2;2;9;9;2;2;2;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;3;3;3;3;2;2;3;3;2;2;2;2
629623;237;2;1;2;1256.8536978;2;2;2;2;2;2;2;2;;;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;1;;;;;;;;1;;;;;2;2;2;2;2;3;3;3;2;3;3;3
629624;237;1;1;1;1314.9056231;1;2;2;2;2;2;2;3;;;2;1;2;9;2;3;3;2;;;;;;;;;;;;;;2;3;;;;1;;;;;2;;1;;;;;;;;1;;;;;2;2;2;2;1;2;3;3;2;4;4;4
629624;237;2;1;2;1314.9056231;2;2;2;2;2;2;2;2;;;2;2;9;9;9;2;4;2;;;;;;;;;;;;;;1;3;;;;1;;;;;2;;1;;;;;;;;1;;;;;2;2;3;2;1;2;2;2;2;4;3;4
629625;237;1;1;1;522.99393551;3;3;3;3;3;2;3;3;;;2;1;2;2;2;1;2;2;;;;;;;;;;;;;;2;2;;;1;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;3;3;2;3;2;3
629625;237;2;1;2;522.99393551;3;2;3;2;3;2;3;2;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;;;1;;;;;2;;1;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
629625;237;3;1;3;522.99393551;2;2;2;2;2;2;2;2;;;2;2;2;2;2;3;4;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;1;;;;;;;;;1;;;;;2;2;2;2;2;3;3;2;2;3;4;3
629626;237;1;1;1;1279.7381817;2;2;3;3;3;2;3;3;;;2;1;2;1;2;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;1;2;3;2;2;3;3;3
629626;237;2;1;2;1279.7381817;2;2;2;2;3;2;2;3;;;2;2;2;2;2;3;2;2;;;;;;;;;;;;;;2;4;;;;1;;;;;2;;1;1;;;;;;;1;;;;;2;2;2;2;2;2;3;2;2;3;3;4
629627;237;1;1;1;1243.3528812;2;2;2;2;2;2;2;2;;;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;1;1;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
629627;237;2;1;2;1243.3528812;2;2;2;2;2;2;2;2;;;2;1;2;1;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;1;;;;;;;;1;;;;;2;2;2;2;2;2;3;2;2;3;3;3
629627;237;3;1;3;1243.3528812;2;2;2;2;2;2;2;2;;;2;1;2;1;2;3;3;2;;;;;;;;;;;;;;2;3;;1;;;;1;;;2;1;;;;;;;;;1;;;;;4;4;2;2;2;3;3;3;2;3;3;3
629627;237;4;1;4;1243.3528812;2;2;2;2;2;2;2;2;;;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;1;;;;;;;;1;;;;;2;2;2;2;2;3;3;3;2;3;3;3
629628;237;1;1;1;1236.0249265;2;1;1;2;3;1;2;2;2;;2;1;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;;;;;1;;;2;1;;;;;;;;;1;;;;;2;3;2;2;2;2;2;3;2;5;3;3
629628;237;2;1;2;1236.0249265;2;1;1;2;3;1;2;2;2;;2;1;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;;;;;1;;;2;;;;1;;;1;;;;;1;;;2;3;2;2;2;2;2;3;2;5;3;3
629629;237;1;1;1;1142.2179222;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;2;1;;;;;;;;;1;;;;;2;2;1;2;2;3;3;2;1;3;3;3
629630;237;1;1;1;1623.2825795;2;2;3;2;2;3;3;3;;;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;;;1;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;3;3;2;3;3;3
629630;237;2;1;2;1623.2825795;2;2;2;2;2;2;2;2;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;1;;;2;1;1;;;;;;;;1;;;;;2;2;2;2;2;3;3;3;2;3;3;3
629630;237;3;1;3;1623.2825795;2;2;2;2;2;2;2;2;;;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;;1;;;;1;;;2;1;1;;;;;;;;1;;;;;2;2;2;2;2;2;3;3;2;3;3;3
629630;237;4;1;4;1623.2825795;2;2;3;2;2;2;2;2;;;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;;1;;;;;;;2;1;1;;;;;;;;1;;;;;2;2;2;2;2;3;3;2;2;3;3;3
629631;237;1;1;1;839.11493984;1;2;2;2;2;2;2;2;2;;2;2;9;9;9;4;4;2;;;;;;;;;;;;;;2;4;1;1;1;1;1;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
629631;237;2;1;2;839.11493984;1;2;2;2;2;2;2;2;2;;2;2;9;9;9;4;4;2;;;;;;;;;;;;;;2;4;1;1;1;1;1;;;;2;1;;;1;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
629631;237;3;1;3;839.11493984;1;2;2;2;2;2;2;2;2;;2;2;9;9;9;4;4;2;;;;;;;;;;;;;;2;4;1;1;1;1;1;;;;2;1;;;1;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
629632;237;1;1;1;903.61716329;1;2;3;3;3;3;3;3;2;;2;1;9;9;9;3;1;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;2;1;;;;;;;;;1;;;;;2;2;3;3;2;3;3;3;3;3;3;3
629633;237;1;1;1;761.65726877;2;2;3;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
629633;237;2;1;2;761.65726877;2;2;3;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
629634;237;1;1;1;855.06987185;2;1;2;3;3;2;2;2;2;;2;1;9;1;9;3;2;2;;;;;;;;;;;;;;2;2;1;1;1;1;1;1;;;3;1;1;;1;;;;;;1;;;;;2;3;2;2;2;4;4;2;1;3;3;3
629634;237;2;1;2;855.06987185;2;3;3;3;3;3;3;3;2;;2;2;9;9;9;3;2;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;4;3;2;2;3;3;3
629635;237;1;1;1;1314.040551;1;2;2;2;2;2;2;2;2;;2;2;9;9;9;4;4;2;;;;;;;;;;;;;;2;4;1;1;1;1;1;1;;;2;1;1;;;;;;;;1;;;;;1;2;1;1;1;3;2;2;1;4;4;4
629636;237;1;1;1;903.61716329;2;2;2;2;3;2;2;2;2;;2;2;9;9;9;4;1;2;;;;;;;;;;;;;;2;1;;;;1;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;3;3;2;3;3;3
629637;237;1;1;1;1309.1718596;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;;1;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
629637;237;2;1;2;1309.1718596;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;;1;;;;;2;1;;;1;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
629638;237;1;1;1;1534.9514772;3;2;3;3;3;3;3;3;2;;2;1;9;1;2;2;1;2;;;;;;;;;;;;;;2;1;1;1;1;1;1;1;;;3;1;1;;1;;;;;;1;;;;;2;3;3;3;2;4;4;4;1;2;1;3
629638;237;2;1;2;1534.9514772;3;3;3;3;3;3;3;3;2;;2;2;9;9;9;1;1;2;;;;;;;;;;;;;;2;1;1;1;1;1;1;1;;;3;1;1;;1;;;;;;1;;;;;2;3;3;2;2;4;4;2;1;2;1;2
629639;237;1;1;1;1070.1534658;3;2;2;3;3;2;3;3;2;;2;2;9;9;2;2;1;2;;;;;;;;;;;;;;2;2;1;1;1;;1;1;;;3;1;1;;;;;;;;1;;;;;3;3;3;3;3;3;4;4;2;2;2;3
629640;237;1;1;1;1447.5004147;2;2;2;2;2;2;2;2;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;3;3;2;2;3;3;3
629641;237;3;1;3;1911.6535954;2;2;3;3;3;3;3;3;;;2;2;2;2;2;1;3;2;;;;;;;;;;;;;;2;2;;;;;;;;2;;;;;;;2;;;;1;;;;;2;3;3;3;2;2;3;2;2;4;2;3
629641;237;1;1;1;1911.6535954;1;2;2;2;2;2;2;2;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;3;2;2;4;4;4
629641;237;2;1;2;1911.6535954;3;2;3;3;3;3;3;3;;;2;2;9;9;9;1;2;2;;;;;;;;;;;;;;2;1;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;3;2;3;3;2;2;3;2;3
629642;237;1;1;1;1434.0276889;3;2;3;3;3;2;3;3;;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;2;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;3;2;2;4;2;3
629642;237;2;1;2;1434.0276889;3;2;2;2;2;3;2;2;;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
629642;237;3;1;3;1434.0276889;2;2;2;2;2;2;2;2;;;2;2;9;9;9;1;2;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;1;2;2;3;2;2;4;4;4
629643;237;1;1;1;1316.6103763;2;2;2;2;2;2;2;2;;;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;;1;;;;;;2;;;;;;2;;;;1;;;;;2;2;3;3;2;2;3;2;2;3;3;3
629644;237;3;1;3;657.47809035;2;2;3;3;3;3;3;3;;;2;2;9;9;9;1;2;2;;;;;;;;;;;;;;2;2;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;2;2;1;4;3;4
629644;237;1;1;1;657.47809035;3;3;3;3;3;3;3;3;;;2;2;9;9;9;1;2;2;;;;;;;;;;;;;;2;2;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;3;2;2;4;3;3
629644;237;2;1;2;657.47809035;3;2;3;3;3;3;3;3;;;2;2;9;9;9;1;3;2;;;;;;;;;;;;;;2;2;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;3;2;3;3;2;2;3;3;3
629645;237;1;1;1;753.65912688;2;1;2;2;3;2;2;2;;;2;2;9;9;9;4;4;2;;;;;;;;;;;;;;9;4;1;1;1;1;1;1;;;2;1;1;;;;;;;;1;;;;;1;1;1;2;2;4;2;2;1;4;4;4
629646;237;2;1;2;851.24068363;2;2;3;3;3;2;3;3;;;2;2;9;9;9;1;1;2;;;;;;;;;;;;;;2;1;;;1;;;;;;3;;;;;;2;;;;1;;;;;2;2;2;2;1;2;3;2;2;4;4;4
629646;237;1;1;1;851.24068363;3;3;3;3;3;3;3;3;;;2;2;2;9;2;1;1;2;;;;;;;;;;;;;;2;1;;;1;;;;;;2;;;;;;2;;;;1;;;;;2;2;3;2;2;2;3;3;2;3;4;3
629647;237;1;1;1;1764.9956493;2;2;2;2;2;2;2;2;;;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;;;;;1;;;2;1;1;;;;;;;;1;;;;;2;2;2;2;2;3;3;3;2;3;3;3
629647;237;2;1;2;1764.9956493;2;2;2;2;2;2;2;2;;;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;;;1;;;;;;2;1;1;;;;;;;;1;;;;;2;2;2;2;2;2;3;2;2;3;3;3
629647;237;3;1;3;1764.9956493;2;2;3;2;2;2;2;2;;;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;;1;;;;;;;2;1;1;;;;;;;;1;;;;;2;2;2;2;2;2;3;3;2;3;3;3
629647;237;4;1;4;1764.9956493;2;2;2;2;2;2;2;2;;;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;;;;;1;;;2;1;1;;;;;;;;1;;;;;2;2;2;2;3;2;3;3;2;3;3;3
629647;237;5;1;5;1764.9956493;2;2;2;2;2;2;2;2;;;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;;1;;;;;;2;1;1;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
629648;237;1;1;1;1282.7040504;1;2;2;2;2;2;2;2;;;2;2;9;9;9;5;5;2;;;;;;;;;;;;;;2;4;1;1;1;1;1;1;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;2;2;1;4;4;4
629648;237;2;1;2;1282.7040504;1;2;2;2;2;2;2;2;;;2;2;9;9;9;5;5;2;;;;;;;;;;;;;;2;4;1;1;1;1;1;1;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;2;2;1;4;4;4
629648;237;3;1;3;1282.7040504;1;2;2;2;2;2;2;2;;;2;2;9;9;9;5;5;2;;;;;;;;;;;;;;2;4;1;1;1;1;1;1;;;2;1;;;1;;;;;;1;;;;;2;2;2;2;2;3;2;2;1;4;4;4
629649;237;1;1;1;692.64103468;2;2;3;2;2;2;2;2;;;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
629649;237;2;1;2;692.64103468;2;2;3;2;2;2;2;2;;;2;2;9;9;9;4;4;2;;;;;;;;;;;;;;2;4;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;3;2;2;3;3;3
629649;237;3;1;3;692.64103468;2;2;2;2;2;2;2;2;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;2;1;;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;3;3;2;3;3;3
629649;237;4;1;4;692.64103468;2;2;2;2;2;2;2;2;;;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;;1;;;;;;2;1;1;;;;;;;;1;;;;;2;2;2;2;2;3;3;2;2;3;3;3
629650;237;1;1;1;1288.9007657;2;2;2;2;2;2;2;2;;;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;;;;;1;;;2;1;1;;;;;;;;1;;;;;4;2;2;2;2;3;3;2;2;3;3;3
629650;237;2;1;2;1288.9007657;2;2;2;2;2;2;2;2;;;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;;;1;;;;;;2;;;;;;2;;;;1;;;;;2;2;2;2;2;2;3;3;3;4;4;4
629650;237;3;1;3;1288.9007657;2;2;2;2;2;2;2;2;;;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;;1;;;;;;2;1;1;;;;;;;;1;;;;;2;2;2;2;2;2;3;2;2;3;3;3
629651;237;1;1;1;1284.0622045;1;1;1;2;2;2;2;2;;;2;2;9;9;9;4;4;2;;;;;;;;;;;;;;1;4;1;1;1;1;1;1;;;2;1;1;;;;;;;;1;;;;;1;2;1;2;2;4;2;2;1;3;3;3
629652;237;1;1;1;1167.9510452;1;2;2;2;2;2;2;2;;;2;2;9;9;9;5;5;2;;;;;;;;;;;;;;2;4;1;1;1;1;1;1;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;2;2;1;4;4;4
629653;237;1;1;1;1078.7081581;2;2;2;2;2;2;2;2;;;2;2;9;9;9;5;4;2;;;;;;;;;;;;;;2;4;1;;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;2;2;2;4;4;4
629653;237;2;1;2;1078.7081581;2;2;2;2;2;2;2;2;;;2;2;9;9;9;5;4;2;;;;;;;;;;;;;;2;4;1;;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;2;2;2;4;4;4
629654;237;1;1;1;583.24181294;2;2;2;2;2;2;2;2;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;2;2;1;3;3;3
629654;237;2;1;2;583.24181294;1;1;2;2;2;2;1;1;;;2;2;9;9;9;4;4;2;;;;;;;;;;;;;;2;4;1;1;1;1;1;1;;;2;1;1;;;;;;;;1;;;;;1;1;1;2;2;4;2;2;1;4;4;4
629654;237;3;1;3;583.24181294;1;2;2;2;2;2;2;2;;;2;2;9;9;9;4;4;2;;;;;;;;;;;;;;2;4;1;1;1;1;1;1;;;2;1;1;;;;;;;;1;;;;;1;1;1;2;2;3;3;2;1;3;3;3
629655;237;1;1;1;1296.9705927;1;1;1;2;2;2;2;2;;;2;2;9;9;9;5;5;2;;;;;;;;;;;;;;2;4;1;1;1;1;1;1;;;2;1;1;;;;;;;;1;;;;;1;1;1;2;2;3;2;2;1;5;5;5
629655;237;2;1;2;1296.9705927;1;1;2;2;2;2;1;1;;;2;2;9;9;9;4;5;2;;;;;;;;;;;;;;2;4;1;1;1;1;1;1;;;2;1;1;1;;;;;;;1;;;;;1;1;1;1;2;4;2;2;1;4;4;4
629656;237;1;1;1;1284.0622045;3;2;2;2;2;2;2;2;;;2;2;9;9;9;1;1;2;;;;;;;;;;;;;;2;2;1;1;1;1;1;1;;;3;1;;;;;;;;;1;;;;;3;2;3;2;2;3;3;3;2;3;3;3
629657;237;2;1;2;280.89569147;2;2;2;2;2;2;3;3;;;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;3;3;2;2;2;3;3;2;2;3;3;3
629657;237;3;1;3;280.89569147;2;2;2;2;2;2;3;3;;;2;2;2;2;9;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;3;2;2;2;3;3;3;2;3;2;3
629657;237;1;1;1;280.89569147;3;3;3;3;3;2;3;3;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;2;2;;;;;;;;2;;;;;;;2;;;;1;;;;;3;2;2;2;2;2;2;2;2;4;4;4
629658;237;1;1;1;179.36225353;2;2;2;2;2;3;2;2;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;1;;;;;;;;;1;;;;;3;3;3;3;1;1;3;2;3;3;3;3
629658;237;2;1;2;179.36225353;3;3;3;3;3;3;3;3;;;2;2;9;9;1;4;4;2;;;;;;;;;;;;;;2;4;1;1;;;;;;;2;1;;;;;;;;;1;;;;;4;2;2;3;3;2;2;2;2;4;4;4
629659;237;1;1;1;249.55713125;3;3;3;3;3;3;3;3;;;2;1;2;1;2;1;1;2;;;;;;;;;;;;;;2;1;;;1;;;;;;3;1;;;;;;;;;1;;;;;3;3;2;3;1;1;3;3;3;3;3;3
629660;237;1;1;1;361.2027803;2;3;3;3;3;1;2;2;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;2;2;;;;;;1;;;3;;;;;;2;;;;1;;;;;2;2;2;2;2;2;3;2;2;3;3;3
629660;237;2;1;2;361.2027803;2;2;2;2;2;2;3;3;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;3;2;2;2;2;3;3;2;2;3;3;3
629660;237;3;1;3;361.2027803;2;2;2;3;3;2;3;3;;;2;2;2;2;9;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;3;2;2;2;3;3;2;2;2;3;3
629660;237;4;1;4;361.2027803;2;2;3;2;2;2;2;2;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;3;2;2;2;3;3;2;2;3;3;3
629661;237;1;1;1;179.36225353;1;1;2;2;3;3;2;2;;;2;2;9;9;9;4;5;2;;;;;;;;;;;;;;2;4;1;1;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;3;2;2;2;2;2;4;4;4
629661;237;2;1;2;179.36225353;2;2;2;2;2;2;2;2;;;2;2;9;9;1;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
629662;237;1;1;1;304.9982706;2;2;3;3;3;2;3;3;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;2;;;;;;;;2;;;;;;;2;;;;1;;;;;3;3;3;2;2;2;3;3;2;2;3;2
629663;237;1;1;1;302.15947483;2;1;3;2;2;3;2;2;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;;1;;;;;;3;1;;;;;;;;;1;;;;;2;2;2;2;2;3;3;2;2;4;3;2
629663;237;2;1;2;302.15947483;2;2;3;2;2;3;2;2;;;2;1;1;1;1;3;3;2;;;;;;;;;;;;;;2;2;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;3;3;3;2;3;3;3
629663;237;3;1;3;302.15947483;1;1;2;2;2;3;2;2;;;2;1;1;1;1;4;4;2;;;;;;;;;;;;;;2;4;;;1;;;;;;2;;1;;;;;;;;1;;;;;2;2;2;2;2;2;3;2;1;4;4;4
629664;237;1;1;1;308.06434954;2;2;2;2;2;2;2;2;;;2;1;1;1;2;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;3;3;2;2;1;3;3;2;2;3;3;3
629664;237;2;1;2;308.06434954;3;2;3;3;3;3;2;2;;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;2;;1;;;1;1;;;2;1;1;;;;;;;;1;;;;;3;3;2;2;2;2;2;2;2;3;3;3
629665;237;1;1;1;148.84928452;3;3;3;3;3;3;3;3;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
629665;237;2;1;2;148.84928452;2;2;3;3;3;2;3;3;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;3;2;2;2;3;3;2;2;3;3;3
629665;237;3;1;3;148.84928452;2;2;2;3;3;2;3;3;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;3;2;2;2;2;3;3;2;3;3;3
629666;237;1;1;1;246.90587229;2;1;3;2;2;2;2;2;;;2;2;9;9;1;3;3;2;;;;;;;;;;;;;;2;3;1;;1;;;;;;2;1;1;;;;;;;;1;;;;;3;3;2;3;2;2;2;2;1;3;3;3
629666;237;2;1;2;246.90587229;3;3;3;2;2;2;2;3;;;2;1;2;1;1;1;1;2;;;;;;;;;;;;;;2;2;;;1;;;1;;;2;1;;;1;;;1;;;;1;1;1;1;3;3;4;2;2;2;3;3;3;3;3;3
629667;237;1;1;1;308.06434954;2;2;2;2;2;2;3;3;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;9;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;3;2;2;2;3;3;3;2;3;3;3
629667;237;2;1;2;308.06434954;2;2;2;2;3;2;3;3;;;2;2;2;2;2;3;2;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;3;2;2;2;2;3;2;2;3;3;3
629668;237;1;1;1;243.65225654;2;2;2;2;2;2;3;3;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;3;3;2;2;2;2;3;3;2;2;3;3
629668;237;2;1;2;243.65225654;2;2;2;2;3;2;3;3;;;2;2;2;2;2;3;2;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;3;2;2;2;2;3;3;3;2;3;3
629669;237;1;1;1;179.36225353;2;2;2;2;2;3;2;2;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;3;2;2;2;3;3;3
